episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,0.88,-424958015,54143,4687,564.0
2,0505,0.75,-145822254,37667,8074,200.8
3,0507,1.27,-1217993460,44608,6868,1682.0
4,0507,0.55,-125163722,52702,5209,191.8
5,0505,1.08,-198999904,33617,9477,360.9
6,0507,1.51,-349320380,42065,7823,608.7
7,0506,1.54,-509011052,52823,5738,1089.2
8,0505,0.83,-92967447,39656,8234,182.1
9,0507,0.72,-23720473,38798,8468,71.0
10,0506,1.51,-324906333,51884,6032,701.2
11,0507,1.33,-251833636,38413,8518,459.2
12,0505,0.72,-2833879,38982,8403,64.3
13,0505,1.16,-39010469,43748,7638,114.4
14,0505,0.83,-1394018,38875,8452,72.3
15,0505,1.59,-56993144,47979,6883,163.7
16,0506,1.43,-178003626,54134,5541,396.5
17,0507,0.50,-27436498,47510,6724,99.7
18,0506,0.94,-6433146,47509,6837,92.8
19,0507,1.57,-161318620,50187,6385,293.9
20,0506,1.01,-8405383,47248,6965,103.6
