episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,0.63,-3870962,40992,8256,199.0
2,0505,0.83,-815678,38875,8641,31.7
3,0507,1.05,-1457348,40054,8426,83.6
4,0505,1.03,-789775,42287,8020,49.1
5,0507,0.55,-297456,24317,11288,35.2
6,0506,1.19,-1373283,46142,7320,155.8
7,0507,0.97,-681221,32427,9814,54.9
8,0505,0.86,-471704,38162,8770,59.3
9,0505,1.06,-660580,38016,8798,53.1
10,0506,0.63,-402096,37947,8810,44.0
11,0505,1.02,-590302,37766,8842,50.1
12,0506,0.95,-865042,41999,8073,68.4
13,0505,0.83,-428245,34607,9417,77.5
14,0507,1.23,-985670,36140,9138,103.4
15,0505,0.87,-463806,36939,8993,82.0
16,0507,0.69,-361731,27533,10704,80.8
17,0505,1.26,-941082,38832,8649,101.5
18,0505,0.97,-555916,35098,9328,95.4
19,0507,0.69,-366337,27258,10754,77.2
20,0507,1.23,-988907,36410,9090,107.4
