episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,0.84,-3205384,73239,2393,56.7
2,0506,0.55,-1032741,56915,5361,35.2
3,0506,0.79,-888927,33446,9628,45.4
4,0506,1.06,-1190180,53881,5912,56.2
5,0507,0.84,-470748,41616,8142,38.3
6,0507,0.98,-616828,43048,7882,48.5
7,0505,0.69,-319262,40448,8355,50.4
8,0505,1.05,-624096,41130,8231,48.8
9,0507,1.11,-739981,40908,8272,68.1
10,0507,0.83,-444251,37770,8842,67.3
11,0507,0.87,-476420,37758,8844,74.6
12,0506,1.22,-1470448,48687,6857,131.6
13,0505,0.59,-259018,37874,8823,61.4
14,0507,1.23,-909823,43568,7788,109.1
15,0507,0.59,-273772,33570,9606,86.2
16,0505,0.89,-452886,38182,8767,86.2
17,0505,1.25,-854840,41601,8146,114.9
18,0507,0.61,-279339,31749,9936,99.7
19,0505,0.82,-394248,34663,9407,107.5
20,0507,0.93,-535771,36061,9153,114.3
