episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,0.80,-716547622,56980,4030,1821.2
2,0507,0.81,-98895439,40074,7912,254.3
3,0505,0.51,-573089,31183,9778,34.8
4,0507,1.19,-206763802,32046,9738,506.8
5,0505,1.12,-115999609,49558,5883,330.8
6,0506,1.39,-375971538,50049,5865,1030.4
7,0507,0.90,-1910132,36171,8953,66.0
8,0507,1.14,-6068082,38169,8626,83.5
9,0507,1.19,-8049862,38699,8527,93.0
10,0505,1.17,-8117504,35001,9278,93.2
11,0505,1.07,-6123708,39097,8444,93.9
12,0506,0.74,-2435576,36446,9037,89.3
13,0507,1.57,-155775833,41977,7918,464.2
14,0506,0.57,-411079,32638,9708,91.5
15,0505,1.09,-6377839,39194,8454,116.0
16,0506,1.31,-158770616,44844,7305,484.1
17,0507,1.35,-56945375,40305,8289,239.6
18,0507,1.00,-6379263,36242,9089,126.9
19,0506,1.00,-41264736,37930,8781,201.9
20,0505,1.18,-24318391,38118,8718,191.7
