episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,1.15,-454455857,68082,3330,591.5
2,0507,1.20,-1162998705,65046,3882,1586.1
3,0505,0.90,-242218202,53909,5908,625.4
4,0507,0.96,-109704229,34793,9384,197.3
5,0505,1.30,-8084972,47732,7030,76.9
6,0506,1.03,-37018983,50411,6544,101.5
7,0505,1.21,-6167684,49998,6618,81.4
8,0506,0.65,-708845,52405,6181,67.3
9,0505,1.10,-1839576,47752,7027,82.4
10,0507,0.93,-12784635,44980,7531,79.1
11,0505,0.61,-364891,53773,5932,74.2
12,0505,1.20,-3794962,47820,7014,102.6
13,0505,0.76,-490584,46300,7291,88.7
14,0505,0.87,-665570,45642,7410,101.4
15,0505,1.13,-2332835,46511,7252,112.3
16,0505,0.86,-637695,45656,7408,109.7
17,0506,0.78,-1150684,48958,6808,81.6
18,0505,1.09,-1568434,45928,7358,101.5
19,0505,0.87,-671330,45684,7403,139.4
20,0505,1.16,-2731950,46126,7322,160.7
