episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,0.91,-2275692,53795,5928,33.4
2,0505,0.95,-1935890,44896,7546,67.9
3,0505,0.81,-502223,38502,8709,22.4
4,0506,1.04,-1198300,40298,8382,33.6
5,0506,0.82,-566126,37380,8913,29.0
6,0507,0.55,-248925,24842,11192,26.9
7,0507,1.08,-709169,37194,8946,38.0
8,0505,0.86,-414061,34530,9431,36.0
9,0506,1.02,-897160,32411,9816,45.1
10,0507,1.13,-704393,36035,9158,46.5
11,0506,0.83,-554472,39204,8582,45.3
12,0505,0.64,-264826,31824,9923,43.0
13,0507,1.03,-604288,34800,9382,53.1
14,0505,0.66,-278270,31414,9998,48.4
15,0506,1.20,-1389133,44255,7663,72.0
16,0507,1.15,-732134,36339,9102,64.8
17,0507,1.02,-603919,35900,9182,63.9
18,0507,0.77,-386908,33320,9651,63.7
19,0507,0.84,-442135,32233,9849,67.1
20,0507,0.60,-273113,32066,9879,65.5
