date,time_5min,approach,movement,total_vph
0507,21:20,Eastbound,Thru,597.5
0507,21:25,Eastbound,Thru,621.4
0507,21:30,Eastbound,Thru,618.4
0507,21:35,Eastbound,Thru,658.3
0507,21:40,Eastbound,Thru,599.1
0507,21:45,Eastbound,Thru,508.9
0507,21:50,Eastbound,Thru,451.1
0507,21:55,Eastbound,Thru,406.3
0507,22:00,Eastbound,Thru,538.8
0507,22:05,Eastbound,Thru,684.2
0507,22:10,Eastbound,Thru,787.7
0507,22:15,Eastbound,Thru,811.8
0507,22:20,Eastbound,Thru,829.6
0507,22:25,Eastbound,Thru,893.3
0507,22:30,Eastbound,Thru,1072.6
0507,22:35,Eastbound,Thru,1127.3
0507,22:40,Eastbound,Thru,976.0
0507,22:45,Eastbound,Thru,950.1
0507,22:50,Eastbound,Thru,686.0
0507,22:55,Eastbound,Thru,468.7
0507,23:00,Eastbound,Thru,522.8
0507,23:05,Eastbound,Thru,533.8
0507,23:10,Eastbound,Thru,405.3
0507,23:15,Eastbound,Thru,430.2
0507,23:20,Eastbound,Thru,462.1
0507,23:25,Eastbound,Thru,412.7
0507,23:30,Eastbound,Thru,312.7
0507,23:35,Eastbound,Thru,310.7
0507,23:40,Eastbound,Thru,356.5
0507,23:45,Eastbound,Thru,401.3
0507,23:50,Eastbound,Thru,372.5
0507,23:55,Eastbound,Thru,326.6
0507,00:00,Northbound,Left,78.5
0507,00:05,Northbound,Left,83.0
0507,00:10,Northbound,Left,76.4
0507,00:15,Northbound,Left,65.8
0507,00:20,Northbound,Left,50.0
0507,00:25,Northbound,Left,52.8
0507,00:30,Northbound,Left,52.5
0507,00:35,Northbound,Left,45.0
0507,00:40,Northbound,Left,68.3
0507,00:45,Northbound,Left,76.7
0507,00:50,Northbound,Left,40.0
0507,00:55,Northbound,Left,11.9
0507,01:00,Northbound,Left,23.5
0507,01:05,Northbound,Left,29.4
0507,01:10,Northbound,Left,30.4
0507,01:15,Northbound,Left,35.9
0507,01:20,Northbound,Left,31.1
0507,01:25,Northbound,Left,18.1
0507,01:30,Northbound,Left,40.3
0507,01:35,Northbound,Left,43.7
0507,01:40,Northbound,Left,23.2
0507,01:45,Northbound,Left,11.6
0507,01:50,Northbound,Left,10.6
0507,01:55,Northbound,Left,6.0
0507,02:00,Northbound,Left,
0507,02:05,Northbound,Left,21.2
0507,02:10,Northbound,Left,23.6
0507,02:15,Northbound,Left,17.4
0507,02:20,Northbound,Left,28.3
0507,02:25,Northbound,Left,25.1
0507,02:30,Northbound,Left,11.1
0507,02:35,Northbound,Left,11.8
0507,02:40,Northbound,Left,11.8
0507,02:45,Northbound,Left,10.2
0507,02:50,Northbound,Left,7.7
0507,02:55,Northbound,Left,7.5
0507,03:00,Northbound,Left,
0507,03:05,Northbound,Left,
0507,03:10,Northbound,Left,12.4
0507,03:15,Northbound,Left,14.0
0507,03:20,Northbound,Left,2.8
0507,03:25,Northbound,Left,
0507,03:30,Northbound,Left,
0507,03:35,Northbound,Left,2.8
0507,03:40,Northbound,Left,9.8
0507,03:45,Northbound,Left,8.4
0507,03:50,Northbound,Left,11.5
0507,03:55,Northbound,Left,6.7
0507,04:00,Northbound,Left,
0507,04:05,Northbound,Left,
0507,04:10,Northbound,Left,23.5
0507,04:15,Northbound,Left,19.0
0507,04:20,Northbound,Left,
0507,04:25,Northbound,Left,28.1
0507,04:30,Northbound,Left,41.4
0507,04:35,Northbound,Left,35.4
0507,04:40,Northbound,Left,22.9
0507,04:45,Northbound,Left,11.8
0507,04:50,Northbound,Left,12.1
0507,04:55,Northbound,Left,6.2
0507,05:00,Northbound,Left,96.7
0507,05:05,Northbound,Left,12.1
0507,05:10,Northbound,Left,12.1
0507,05:15,Northbound,Left,25.7
0507,05:20,Northbound,Left,41.0
0507,05:25,Northbound,Left,30.6
0507,05:30,Northbound,Left,25.4
0507,05:35,Northbound,Left,35.5
0507,05:40,Northbound,Left,41.0
0507,05:45,Northbound,Left,63.5
0507,05:50,Northbound,Left,49.5
0507,05:55,Northbound,Left,35.4
0507,06:00,Northbound,Left,47.1
0507,06:05,Northbound,Left,65.8
0507,06:10,Northbound,Left,83.8
0507,06:15,Northbound,Left,101.6
0507,06:20,Northbound,Left,90.2
0507,06:25,Northbound,Left,60.0
0507,06:30,Northbound,Left,76.5
0507,06:35,Northbound,Left,99.2
0507,06:40,Northbound,Left,93.0
0507,06:45,Northbound,Left,79.1
0507,06:50,Northbound,Left,113.4
0507,06:55,Northbound,Left,130.8
0507,07:00,Northbound,Left,93.2
0507,07:05,Northbound,Left,101.6
0507,07:10,Northbound,Left,133.4
0507,07:15,Northbound,Left,172.6
0507,07:20,Northbound,Left,177.3
0507,07:25,Northbound,Left,133.5
0507,07:30,Northbound,Left,120.7
0507,07:35,Northbound,Left,164.6
0507,07:40,Northbound,Left,158.9
0507,07:45,Northbound,Left,166.5
0507,07:50,Northbound,Left,212.5
0507,07:55,Northbound,Left,210.8
0507,08:00,Northbound,Left,175.1
0507,08:05,Northbound,Left,198.2
0507,08:10,Northbound,Left,184.8
0507,08:15,Northbound,Left,158.4
0507,08:20,Northbound,Left,137.0
0507,08:25,Northbound,Left,112.2
0507,08:30,Northbound,Left,155.1
0507,08:35,Northbound,Left,177.9
0507,08:40,Northbound,Left,185.2
0507,08:45,Northbound,Left,168.5
0507,08:50,Northbound,Left,178.6
0507,08:55,Northbound,Left,175.4
0507,09:00,Northbound,Left,141.6
0507,09:05,Northbound,Left,123.9
