episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,1.26,-2812626,62943,4265,582.4
2,0507,0.99,-2116928,37005,8981,443.6
3,0506,0.89,-1414592,57192,5310,56.0
4,0506,0.80,-1368816,50489,6530,58.6
5,0506,1.25,-2207354,53771,5932,372.1
6,0506,1.11,-1516918,51951,6264,99.5
7,0507,1.20,-1176054,42590,7966,100.3
8,0507,0.74,-521528,38985,8621,60.5
9,0506,1.22,-1568534,50273,6568,137.0
10,0507,1.02,-732490,38915,8634,77.6
11,0506,0.59,-377171,42306,8018,72.1
12,0507,0.74,-406773,34808,9380,77.4
13,0505,0.84,-446096,37065,8970,67.6
14,0505,0.74,-358520,35124,9323,84.8
15,0505,0.59,-263656,27798,10656,87.9
16,0505,0.83,-425788,29266,10388,103.2
17,0507,1.00,-655987,34826,9378,116.5
18,0507,0.79,-433618,34048,9518,108.2
19,0507,1.10,-771229,38850,8646,118.0
20,0506,0.51,-270606,38758,8662,106.5
