episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,0.77,-2642661,60963,4625,88.5
2,0507,1.30,-3054292,57951,5172,93.1
3,0506,1.12,-2690413,66795,3564,534.2
4,0506,1.05,-1523843,57278,5295,125.5
5,0507,1.17,-1593392,30813,10107,91.4
6,0505,1.17,-1123549,58323,5105,74.2
7,0506,1.25,-1611156,48414,6906,102.7
8,0507,1.22,-833911,41735,8121,77.7
9,0505,0.77,-354719,42543,7974,67.9
10,0505,0.98,-517283,42406,7999,86.3
11,0505,1.11,-648265,41993,8074,95.8
12,0507,0.69,-322181,34176,9496,90.6
13,0505,0.90,-438399,36904,9000,99.3
14,0507,1.14,-724095,40157,8408,104.1
15,0507,1.09,-675682,39570,8515,103.6
16,0505,0.52,-207117,35751,9210,105.4
17,0506,1.27,-1567189,48327,6922,149.4
18,0506,1.22,-1445736,48797,6837,157.3
19,0506,0.67,-398094,39460,8535,111.0
20,0505,0.67,-283930,33694,9583,107.0
