variant,seed,episode,day,scale,reward,cumulative_reward,decisions,switches,wall_s
pg_norm,2,3,0506,0.75,-651312,-9169535,42982,7894,26.4
pg_norm,2,4,0505,0.78,-452879,-9622414,43726,7759,28.6
pg_norm,2,5,0505,1.22,-748639,-10371053,35763,9207,36.9
pg_norm,2,6,0505,0.62,-246625,-10617678,26084,10967,30.0
pg_norm,2,7,0507,1.09,-662983,-11280661,36765,9024,41.7
pg_norm,2,8,0507,0.98,-559387,-11840048,36640,9048,42.7
pg_norm,2,9,0506,0.51,-245693,-12085741,35409,9272,38.7
pg_norm,2,10,0507,0.88,-465931,-12551672,34642,9411,45.3
pg_norm,2,11,0507,1.29,-916102,-13467774,40811,8289,58.5
pg_norm,2,12,0506,1.28,-1578486,-15046260,49068,6788,100.5
pg_norm,2,13,0506,1.07,-1056689,-16102949,45871,7370,65.5
pg_norm,2,14,0505,0.75,-333916,-16436865,36013,9162,54.7
pg_norm,2,15,0507,0.50,-214889,-16651754,31776,9932,55.9
pg_norm,2,16,0505,1.00,-515465,-17167219,37940,8811,64.1
pg_norm,2,17,0506,0.62,-334331,-17501550,35793,9202,62.8
pg_norm,2,18,0506,0.82,-564279,-18065829,38897,8637,68.3
pg_norm,2,19,0506,0.74,-453615,-18519444,37366,8916,66.7
pg_norm,2,20,0505,1.15,-658468,-19177912,37522,8887,75.9
pg_norm,3,1,0507,0.69,-1404808,-1404808,61931,4449,38.5
pg_norm,3,2,0505,0.68,-740715,-2145523,47807,7017,26.7
pg_norm,3,3,0506,1.01,-1243933,-3389456,54036,5884,38.3
pg_norm,3,4,0506,0.94,-908350,-4297806,45213,7488,38.3
pg_norm,3,5,0506,0.65,-431088,-4728894,40403,8364,29.0
pg_norm,3,6,0507,1.23,-1046906,-5775800,45386,7458,50.9
pg_norm,3,7,0506,1.06,-1225809,-7001609,50973,6442,65.1
pg_norm,3,8,0506,0.93,-898533,-7900142,47918,6997,51.1
pg_norm,3,9,0505,1.07,-711351,-8611493,42203,8036,48.2
pg_norm,3,10,0507,0.93,-579199,-9190692,36676,9041,48.9
pg_norm,3,11,0507,0.93,-570875,-9761567,36245,9120,52.4
pg_norm,3,12,0506,0.61,-391899,-10153466,38586,8694,50.1
pg_norm,3,13,0507,1.28,-1098810,-11252276,43696,7764,75.5
pg_norm,3,14,0507,1.29,-1135969,-12388245,42661,7952,85.4
pg_norm,3,15,0505,0.90,-493978,-12882223,36598,9055,63.9
pg_norm,3,16,0505,0.84,-437671,-13319894,34860,9371,66.5
pg_norm,3,17,0506,1.12,-1286453,-14606347,46030,7340,111.0
pg_norm,3,18,0507,1.21,-974013,-15580360,41361,8189,89.0
pg_norm,3,19,0505,0.53,-229282,-15809642,36336,9102,72.3
pg_norm,3,20,0505,1.09,-700131,-16509773,38354,8736,82.8
pg_norm,4,1,0507,0.91,-5349919,-5349919,55289,5656,485.4
pg_norm,4,2,0506,0.58,-887783,-6237702,63086,4239,23.7
pg_norm,4,3,0506,0.53,-1166759,-7404461,50161,6589,38.3
pg_norm,4,4,0505,1.26,-994897,-8399358,45717,7397,36.6
pg_norm,4,5,0506,0.70,-447801,-8847159,26824,10832,29.4
pg_norm,4,6,0506,0.67,-381121,-9228280,28427,10540,31.4
pg_norm,4,7,0505,0.55,-212579,-9440859,34959,9353,31.5
pg_norm,4,8,0506,0.79,-507940,-9948799,39841,8466,40.1
pg_norm,4,9,0507,0.80,-406399,-10355198,30870,10096,39.5
pg_norm,4,10,0506,0.83,-541084,-10896282,40141,8411,45.7
pg_norm,4,11,0507,1.11,-674069,-11570351,37805,8836,52.4
pg_norm,4,12,0506,0.51,-248994,-11819345,37658,8862,46.4
pg_norm,4,13,0506,0.93,-719166,-12538511,41251,8209,55.0
pg_norm,4,14,0505,0.68,-283883,-12822394,36422,9087,50.8
pg_norm,4,15,0505,1.17,-651495,-13473889,38380,8731,61.7
pg_norm,4,16,0505,1.26,-778045,-14251934,38512,8707,68.5
pg_norm,4,17,0507,0.60,-258865,-14510799,32235,9848,59.6
pg_norm,4,18,0505,0.89,-421823,-14932622,34970,9351,65.6
pg_norm,4,19,0506,0.81,-524522,-15457144,38218,8760,69.4
pg_norm,4,20,0507,0.95,-527285,-15984429,34961,9352,73.5
pg_norm,5,1,0507,1.15,-4121341,-4121341,68082,3330,361.1
pg_norm,5,2,0507,1.20,-2461522,-6582863,57047,5337,73.0
pg_norm,5,3,0505,0.84,-1069043,-7651906,32266,9842,31.3
pg_norm,5,4,0507,1.00,-1668503,-9320409,44496,7620,87.3
pg_norm,5,5,0507,1.06,-937210,-10257619,37554,8882,49.4
pg_norm,5,6,0507,0.71,-367167,-10624786,32910,9726,49.4
pg_norm,5,7,0507,0.52,-300825,-10925611,46784,7203,53.3
pg_norm,5,8,0505,0.78,-419579,-11345190,26795,10838,62.5
pg_norm,5,9,0506,0.56,-298520,-11643710,39244,8574,64.4
pg_norm,5,10,0507,0.94,-549280,-12192990,43721,7760,70.3
pg_norm,5,11,0505,0.61,-253201,-12446191,40074,8423,65.3
pg_norm,5,12,0506,1.04,-1072550,-13518741,48055,6972,99.5
pg_norm,5,13,0506,0.98,-857025,-14375766,45352,7464,85.0
pg_norm,5,14,0505,1.08,-619200,-14994966,42363,8007,91.8
pg_norm,5,15,0506,0.60,-332255,-15327221,40771,8296,89.5
pg_norm,5,16,0505,0.85,-412000,-15739221,38732,8667,94.2
pg_norm,5,17,0507,0.62,-274132,-16013353,35464,9262,105.5
pg_norm,5,18,0506,1.03,-966408,-16979761,45708,7398,107.3
pg_norm,5,19,0505,0.89,-433712,-17413473,39106,8599,104.7
pg_norm,5,20,0507,1.08,-654445,-18067918,39674,8496,124.6
pg_norm,6,1,0506,0.77,-2642661,-2642661,60963,4625,88.5
pg_norm,6,2,0507,1.30,-3054292,-5696953,57951,5172,93.1
pg_norm,6,3,0506,1.12,-2690413,-8387366,66795,3564,534.2
pg_norm,6,4,0506,1.05,-1523843,-9911209,57278,5295,125.5
pg_norm,6,5,0507,1.17,-1593392,-11504601,30813,10107,91.4
pg_norm,6,6,0505,1.17,-1123549,-12628150,58323,5105,74.2
pg_norm,6,7,0506,1.25,-1611156,-14239306,48414,6906,102.7
pg_norm,6,8,0507,1.22,-833911,-15073217,41735,8121,77.7
pg_norm,6,9,0505,0.77,-354719,-15427936,42543,7974,67.9
pg_norm,6,10,0505,0.98,-517283,-15945219,42406,7999,86.3
pg_norm,6,11,0505,1.11,-648265,-16593484,41993,8074,95.8
pg_norm,6,12,0507,0.69,-322181,-16915665,34176,9496,90.6
pg_norm,6,13,0505,0.90,-438399,-17354064,36904,9000,99.3
pg_norm,6,14,0507,1.14,-724095,-18078159,40157,8408,104.1
pg_norm,6,15,0507,1.09,-675682,-18753841,39570,8515,103.6
pg_norm,6,16,0505,0.52,-207117,-18960958,35751,9210,105.4
pg_norm,6,17,0506,1.27,-1567189,-20528147,48327,6922,149.4
pg_norm,6,18,0506,1.22,-1445736,-21973883,48797,6837,157.3
pg_norm,6,19,0506,0.67,-398094,-22371977,39460,8535,111.0
pg_norm,6,20,0505,0.67,-283930,-22655907,33694,9583,107.0
pg_norm,7,1,0507,1.22,-2641149,-2641149,63946,4082,73.0
pg_norm,7,2,0505,1.09,-2918444,-5559593,60789,4656,315.2
pg_norm,7,3,0505,1.14,-851090,-6410683,45530,7431,49.7
pg_norm,7,4,0506,1.04,-1079626,-7490309,47521,7069,42.3
pg_norm,7,5,0507,1.01,-619301,-8109610,40432,8358,43.9
pg_norm,7,6,0507,1.04,-623771,-8733381,39452,8536,58.8
pg_norm,7,7,0506,0.75,-478550,-9211931,42525,7978,52.7
pg_norm,7,8,0506,1.28,-1587857,-10799788,49096,6782,96.5
pg_norm,7,9,0506,1.29,-1535980,-12335768,48951,6809,106.4
pg_norm,7,10,0507,1.05,-612323,-12948091,39893,8456,79.8
pg_norm,7,11,0505,1.20,-726237,-13674328,42122,8050,83.6
pg_norm,7,12,0507,0.60,-266458,-13940786,31484,9985,74.7
pg_norm,7,13,0507,1.05,-628718,-14569504,37670,8860,91.2
pg_norm,7,14,0507,1.10,-677663,-15247167,38086,8784,108.3
pg_norm,7,15,0506,1.05,-983308,-16230475,44309,7653,121.6
pg_norm,7,16,0505,0.68,-294836,-16525311,34222,9487,94.8
pg_norm,7,17,0507,1.23,-842831,-17368142,40136,8412,109.9
pg_norm,7,18,0506,0.69,-404525,-17772667,38387,8730,98.4
pg_norm,7,19,0507,0.54,-231790,-18004457,30669,10134,101.4
pg_norm,7,20,0507,0.99,-557914,-18562371,35820,9196,98.4
pg_norm,8,1,0507,1.29,-4896899,-4896899,31038,10066,744.9
pg_norm,8,2,0505,0.66,-1274231,-6171130,50678,6495,36.8
pg_norm,8,3,0505,1.19,-1878080,-8049210,55931,5540,58.2
pg_norm,8,4,0505,1.08,-1732048,-9781258,48925,6814,81.0
pg_norm,8,5,0505,0.51,-247709,-10028967,42133,8048,42.2
pg_norm,8,6,0505,1.20,-753487,-10782454,37224,8942,56.8
pg_norm,8,7,0505,1.11,-616243,-11398697,42824,7923,68.5
pg_norm,8,8,0507,0.79,-395741,-11794438,37445,8902,54.8
pg_norm,8,9,0505,0.86,-394014,-12188452,37324,8923,70.0
pg_norm,8,10,0507,0.77,-386584,-12575036,36959,8990,75.8
pg_norm,8,11,0507,0.68,-307234,-12882270,35039,9338,73.7
pg_norm,8,12,0505,1.19,-687660,-13569930,40458,8354,88.7
pg_norm,8,13,0507,0.55,-232463,-13802393,32274,9842,81.6
pg_norm,8,14,0506,0.64,-346652,-14149045,38565,8698,64.9
pg_norm,8,15,0507,0.54,-225072,-14374117,32756,9754,83.4
pg_norm,8,16,0505,1.11,-611471,-14985588,39194,8583,92.7
pg_norm,8,17,0507,0.68,-312015,-15297603,34466,9443,91.1
pg_norm,8,18,0507,1.00,-567942,-15865545,38227,8759,104.1
pg_norm,8,19,0506,1.16,-1316756,-17182301,46885,7185,134.6
pg_norm,8,20,0507,0.86,-480968,-17663269,38155,8772,114.7
pg_norm,9,1,0506,0.73,-4797725,-4797725,72966,2442,689.1
pg_norm,9,2,0507,0.75,-2695479,-7493204,61900,4454,211.0
pg_norm,9,3,0505,0.54,-929545,-8422749,51923,6269,57.2
pg_norm,9,4,0507,0.97,-661959,-9084708,35098,9328,48.0
pg_norm,9,5,0506,1.18,-1828828,-10913536,59216,4942,142.9
pg_norm,9,6,0505,0.70,-320838,-11234374,40646,8319,52.8
pg_norm,9,7,0506,0.63,-374926,-11609300,44564,7606,57.5
pg_norm,9,8,0507,1.06,-639832,-12249132,35839,9193,72.0
pg_norm,9,9,0506,1.01,-872271,-13121403,47542,7066,86.6
pg_norm,9,10,0507,0.59,-253745,-13375148,36444,9083,78.0
pg_norm,9,11,0506,0.82,-555959,-13931107,41913,8088,83.7
pg_norm,9,12,0507,1.23,-813674,-14744781,40785,8294,104.6
pg_norm,9,13,0506,0.72,-434690,-15179471,40715,8306,87.2
pg_norm,9,14,0505,0.57,-226599,-15406070,36422,9087,74.9
pg_norm,9,15,0505,0.77,-347386,-15753456,38314,8743,82.4
pg_norm,9,16,0507,0.89,-484382,-16237838,36163,9134,104.6
pg_norm,9,17,0505,1.09,-600409,-16838247,39040,8611,111.4
pg_norm,9,18,0506,0.78,-513319,-17351566,39614,8507,110.4
pg_norm,9,19,0506,1.01,-902319,-18253885,43481,7804,131.2
pg_norm,9,20,0506,1.18,-1305098,-19558983,46476,7259,149.6
pg_norm,10,1,0507,0.67,-5764472,-5764472,58004,5163,589.7
pg_norm,10,2,0507,0.56,-1298421,-7062893,50812,6470,37.4
pg_norm,10,3,0506,0.93,-1374580,-8437473,47878,7004,42.2
pg_norm,10,4,0507,0.79,-521045,-8958518,37678,8859,47.8
pg_norm,10,5,0507,0.73,-395138,-9353656,39546,8519,36.4
pg_norm,10,6,0506,0.67,-401662,-9755318,43649,7774,49.6
pg_norm,10,7,0506,1.16,-1788960,-11544278,52449,6174,82.0
pg_norm,10,8,0505,1.28,-930242,-12474520,44661,7590,69.5
pg_norm,10,9,0505,1.05,-581387,-13055907,30746,10120,53.6
pg_norm,10,10,0505,0.84,-406642,-13462549,35960,9171,56.5
pg_norm,10,11,0505,1.27,-790432,-14252981,39841,8466,86.6
pg_norm,10,12,0507,0.63,-277510,-14530491,32849,9736,72.3
pg_norm,10,13,0506,0.52,-254395,-14784886,36083,9148,74.4
pg_norm,10,14,0507,1.16,-741990,-15526876,38776,8660,95.9
pg_norm,10,15,0505,1.16,-667236,-16194112,41649,8136,104.6
pg_norm,10,16,0507,0.93,-511640,-16705752,37245,8938,105.0
pg_norm,10,17,0507,0.60,-265993,-16971745,34978,9350,83.5
pg_norm,10,18,0505,0.70,-296366,-17268111,34794,9383,98.7
pg_norm,10,19,0505,1.13,-618496,-17886607,38072,8787,95.3
pg_norm,10,20,0506,1.26,-1510714,-19397321,47110,7144,140.0
pg_norm,11,1,0505,0.90,-5726922,-5726922,64154,4045,1120.1
pg_norm,11,2,0506,1.11,-4477987,-10204909,61117,4598,661.9
pg_norm,11,3,0507,0.81,-2555443,-12760352,45796,7382,224.3
pg_norm,11,4,0507,1.06,-2064182,-14824534,55796,5564,91.9
pg_norm,11,5,0507,1.14,-1739688,-16564222,41412,8180,71.1
pg_norm,11,6,0507,1.23,-1015699,-17579921,44571,7606,71.1
pg_norm,11,7,0507,0.52,-240202,-17820123,32066,9879,52.4
pg_norm,11,8,0507,0.53,-226802,-18046925,36201,9128,56.8
pg_norm,11,9,0506,0.58,-306102,-18353027,39193,8584,64.4
pg_norm,11,10,0507,1.30,-973849,-19326876,41920,8088,94.3
pg_norm,11,11,0507,1.12,-719418,-20046294,41089,8238,95.8
pg_norm,11,12,0506,0.97,-843123,-20889417,44946,7538,99.4
pg_norm,11,13,0506,0.51,-261243,-21150660,37227,8941,90.5
pg_norm,11,14,0505,0.75,-347744,-21498404,37034,8976,98.5
pg_norm,11,15,0507,1.08,-664511,-22162915,35865,9188,112.2
pg_norm,11,16,0507,0.65,-306150,-22469065,33044,9702,93.6
pg_norm,11,17,0507,0.73,-360097,-22829162,35720,9215,112.2
pg_norm,11,18,0505,0.68,-295408,-23124570,36092,9147,118.2
pg_norm,11,19,0506,1.18,-1373256,-24497826,47186,7130,142.4
pg_norm,11,20,0507,0.51,-232662,-24730488,34706,9399,85.8
pg_norm,12,1,0506,1.26,-2812626,-2812626,62943,4265,582.4
pg_norm,12,2,0507,0.99,-2116928,-4929554,37005,8981,443.6
pg_norm,12,3,0506,0.89,-1414592,-6344146,57192,5310,56.0
pg_norm,12,4,0506,0.80,-1368816,-7712962,50489,6530,58.6
pg_norm,12,5,0506,1.25,-2207354,-9920316,53771,5932,372.1
pg_norm,12,6,0506,1.11,-1516918,-11437234,51951,6264,99.5
pg_norm,12,7,0507,1.20,-1176054,-12613288,42590,7966,100.3
pg_norm,12,8,0507,0.74,-521528,-13134816,38985,8621,60.5
pg_norm,12,9,0506,1.22,-1568534,-14703350,50273,6568,137.0
pg_norm,12,10,0507,1.02,-732490,-15435840,38915,8634,77.6
pg_norm,12,11,0506,0.59,-377171,-15813011,42306,8018,72.1
pg_norm,12,12,0507,0.74,-406773,-16219784,34808,9380,77.4
pg_norm,12,13,0505,0.84,-446096,-16665880,37065,8970,67.6
pg_norm,12,14,0505,0.74,-358520,-17024400,35124,9323,84.8
pg_norm,12,15,0505,0.59,-263656,-17288056,27798,10656,87.9
pg_norm,12,16,0505,0.83,-425788,-17713844,29266,10388,103.2
pg_norm,12,17,0507,1.00,-655987,-18369831,34826,9378,116.5
pg_norm,12,18,0507,0.79,-433618,-18803449,34048,9518,108.2
pg_norm,12,19,0507,1.10,-771229,-19574678,38850,8646,118.0
pg_norm,12,20,0506,0.51,-270606,-19845284,38758,8662,106.5
pg_norm,13,1,0507,1.18,-6732893,-6732893,73206,2399,938.2
pg_norm,13,2,0507,1.12,-2361381,-9094274,68916,3179,69.7
pg_norm,13,3,0506,0.51,-683705,-9777979,61183,4585,43.7
pg_norm,13,4,0505,1.09,-1072587,-10850566,46036,7340,56.0
pg_norm,13,5,0507,0.99,-883118,-11733684,52229,6213,62.2
pg_norm,13,6,0505,1.04,-589950,-12323634,47444,7083,66.5
pg_norm,13,7,0505,0.98,-529448,-12853082,42780,7931,61.4
pg_norm,13,8,0507,0.78,-401606,-13254688,34262,9480,70.3
pg_norm,13,9,0507,1.00,-596179,-13850867,42274,8023,89.1
pg_norm,13,10,0506,0.99,-927744,-14778611,45712,7398,94.1
pg_norm,13,11,0507,0.88,-476128,-15254739,40334,8376,91.4
pg_norm,13,12,0506,0.51,-257756,-15512495,39184,8585,84.3
pg_norm,13,13,0507,0.85,-443972,-15956467,39304,8563,104.8
pg_norm,13,14,0505,0.98,-510436,-16466903,41592,8147,101.3
pg_norm,13,15,0507,0.81,-404839,-16871742,35949,9173,99.2
pg_norm,13,16,0507,0.75,-359708,-17231450,35360,9280,103.0
pg_norm,13,17,0506,0.63,-346587,-17578037,38651,8682,117.7
pg_norm,13,18,0505,0.97,-499383,-18077420,37368,8915,113.7
pg_norm,13,19,0506,0.52,-259703,-18337123,36734,9030,114.9
pg_norm,13,20,0507,1.26,-900549,-19237672,41957,8080,104.9
pg_norm,14,1,0505,0.79,-5493069,-5493069,60488,4712,423.3
pg_norm,14,2,0507,1.01,-4279501,-9772570,60402,4727,340.7
pg_norm,14,3,0507,0.82,-3079521,-12852091,50852,6464,224.4
pg_norm,14,4,0505,0.77,-499334,-13351425,37074,8968,48.3
pg_norm,14,5,0506,0.62,-340597,-13692022,35901,9182,50.3
pg_norm,14,6,0505,0.81,-365633,-14057655,31230,10031,53.0
pg_norm,14,7,0505,1.21,-768744,-14826399,35784,9204,59.6
pg_norm,14,8,0506,1.06,-980282,-15806681,35007,9344,76.9
pg_norm,14,9,0506,0.96,-765248,-16571929,41895,8092,69.1
pg_norm,14,10,0506,0.80,-511411,-17083340,38737,8666,66.9
pg_norm,14,11,0506,0.97,-798638,-17881978,41566,8152,65.7
pg_norm,14,12,0507,1.11,-670711,-18552689,38054,8790,84.4
pg_norm,14,13,0506,0.59,-306072,-18858761,35278,9296,61.9
pg_norm,14,14,0505,1.19,-673804,-19532565,38625,8686,87.1
pg_norm,14,15,0505,0.80,-357765,-19890330,33056,9699,83.4
pg_norm,14,16,0505,0.56,-225956,-20116286,30954,10082,82.1
pg_norm,14,17,0505,1.21,-717012,-20833298,38490,8711,103.9
pg_norm,14,18,0507,1.02,-599227,-21432525,33473,9624,100.0
pg_norm,14,19,0507,0.57,-259166,-21691691,30237,10212,94.8
pg_norm,14,20,0505,0.62,-254522,-21946213,30919,10088,92.7
pg_norm,15,1,0507,1.15,-6116320,-6116320,52539,6156,1225.0
pg_norm,15,2,0505,1.01,-1969223,-8085543,57401,5272,58.4
pg_norm,15,3,0507,0.57,-1085588,-9171131,41121,8232,32.3
pg_norm,15,4,0505,1.03,-612676,-9783807,37522,8887,44.1
pg_norm,15,5,0507,1.25,-974816,-10758623,41607,8144,60.2
pg_norm,15,6,0505,1.05,-560696,-11319319,36336,9102,47.1
pg_norm,15,7,0506,1.03,-943567,-12262886,44675,7586,62.2
pg_norm,15,8,0507,1.22,-851769,-13114655,42238,8030,72.9
pg_norm,15,9,0507,0.54,-244193,-13358848,32638,9775,58.6
pg_norm,15,10,0506,0.61,-327660,-13686508,37104,8963,62.6
pg_norm,15,11,0505,0.59,-242750,-13929258,35300,9291,65.6
pg_norm,15,12,0507,1.10,-676516,-14605774,39404,8545,82.7
pg_norm,15,13,0505,0.70,-312469,-14918243,35278,9295,74.1
pg_norm,15,14,0506,1.09,-1133787,-16052030,45211,7490,105.1
pg_norm,15,15,0505,0.80,-378538,-16430568,36314,9107,85.7
pg_norm,15,16,0506,0.91,-746500,-17177068,41572,8151,95.7
pg_norm,15,17,0505,1.15,-667068,-17844136,38667,8679,100.1
pg_norm,15,18,0507,0.92,-517917,-18362053,34434,9448,100.5
pg_norm,15,19,0505,0.66,-285315,-18647368,31538,9975,96.8
pg_norm,15,20,0506,1.14,-1215227,-19862595,45160,7498,132.4
pg_norm,16,1,0506,0.84,-3280189,-3280189,71391,2730,54.6
pg_norm,16,2,0507,0.82,-2228442,-5508631,59579,4876,337.1
pg_norm,16,3,0505,1.20,-1384584,-6893215,36823,9014,79.5
pg_norm,16,4,0506,0.80,-824984,-7718199,49369,6734,47.7
pg_norm,16,5,0505,0.71,-341535,-8059734,38494,8710,44.2
pg_norm,16,6,0507,0.83,-469705,-8529439,35439,9266,51.9
pg_norm,16,7,0507,0.75,-387852,-8917291,37769,8842,54.0
pg_norm,16,8,0505,0.73,-336282,-9253573,36818,9015,56.7
pg_norm,16,9,0506,0.67,-427552,-9681125,39494,8528,60.7
pg_norm,16,10,0506,1.02,-1065449,-10746574,36542,9066,92.1
pg_norm,16,11,0507,0.97,-601591,-11348165,35262,9298,85.2
pg_norm,16,12,0505,1.20,-821175,-12169340,43088,7875,98.0
pg_norm,16,13,0507,0.74,-381953,-12551293,29847,10282,81.7
pg_norm,16,14,0506,0.56,-312180,-12863473,37688,8857,59.5
pg_norm,16,15,0507,0.77,-405276,-13268749,33953,9536,92.4
pg_norm,16,16,0506,1.26,-1616973,-14885722,41396,8183,183.0
pg_norm,16,17,0507,0.61,-298369,-15184091,34099,9510,92.4
pg_norm,16,18,0507,0.52,-226096,-15410187,30922,10087,80.9
pg_norm,16,19,0507,0.79,-418242,-15828429,34193,9492,111.8
pg_norm,16,20,0506,1.09,-1207291,-17035720,45775,7386,106.0
pg_norm,17,1,0507,0.63,-3870962,-3870962,40992,8256,199.0
pg_norm,17,2,0505,0.83,-815678,-4686640,38875,8641,31.7
pg_norm,17,3,0507,1.05,-1457348,-6143988,40054,8426,83.6
pg_norm,17,4,0505,1.03,-789775,-6933763,42287,8020,49.1
pg_norm,17,5,0507,0.55,-297456,-7231219,24317,11288,35.2
pg_norm,17,6,0506,1.19,-1373283,-8604502,46142,7320,155.8
pg_norm,17,7,0507,0.97,-681221,-9285723,32427,9814,54.9
pg_norm,17,8,0505,0.86,-471704,-9757427,38162,8770,59.3
pg_norm,17,9,0505,1.06,-660580,-10418007,38016,8798,53.1
pg_norm,17,10,0506,0.63,-402096,-10820103,37947,8810,44.0
pg_norm,17,11,0505,1.02,-590302,-11410405,37766,8842,50.1
pg_norm,17,12,0506,0.95,-865042,-12275447,41999,8073,68.4
pg_norm,17,13,0505,0.83,-428245,-12703692,34607,9417,77.5
pg_norm,17,14,0507,1.23,-985670,-13689362,36140,9138,103.4
pg_norm,17,15,0505,0.87,-463806,-14153168,36939,8993,82.0
pg_norm,17,16,0507,0.69,-361731,-14514899,27533,10704,80.8
pg_norm,17,17,0505,1.26,-941082,-15455981,38832,8649,101.5
pg_norm,17,18,0505,0.97,-555916,-16011897,35098,9328,95.4
pg_norm,17,19,0507,0.69,-366337,-16378234,27258,10754,77.2
pg_norm,17,20,0507,1.23,-988907,-17367141,36410,9090,107.4
pg_norm,18,1,0507,1.07,-6747200,-6747200,55634,5594,1274.2
pg_norm,18,2,0507,0.76,-1399720,-8146920,55067,5697,37.5
pg_norm,18,3,0506,1.23,-1677419,-9824339,46179,7313,83.5
pg_norm,18,4,0507,0.88,-583456,-10407795,36094,9146,44.5
pg_norm,18,5,0505,0.64,-313769,-10721564,39570,8514,41.0
pg_norm,18,6,0505,1.01,-722989,-11444553,39788,8475,54.5
pg_norm,18,7,0507,0.54,-240873,-11685426,32127,9868,47.1
pg_norm,18,8,0505,1.13,-770504,-12455930,35566,9242,65.9
pg_norm,18,9,0507,0.98,-649922,-13105852,34910,9362,67.2
pg_norm,18,10,0506,0.60,-359785,-13465637,41103,8236,45.7
pg_norm,18,11,0505,1.28,-1000231,-14465868,42472,7987,90.1
pg_norm,18,12,0505,1.19,-839846,-15305714,41726,8122,86.2
pg_norm,18,13,0507,0.78,-439693,-15745407,30257,10208,76.7
pg_norm,18,14,0505,0.86,-445400,-16190807,35058,9335,80.8
pg_norm,18,15,0506,1.00,-1040849,-17231656,43296,7838,79.7
pg_norm,18,16,0507,0.99,-630396,-17862052,36394,9092,95.5
pg_norm,18,17,0507,1.12,-794819,-18656871,38680,8676,105.9
pg_norm,18,18,0506,1.14,-1305474,-19962345,45503,7436,135.5
pg_norm,18,19,0506,1.07,-1170340,-21132685,44545,7610,110.9
pg_norm,18,20,0506,1.12,-1262912,-22395597,45699,7400,163.5
pg_norm,19,1,0506,1.24,-5443656,-5443656,68828,3195,1164.2
pg_norm,19,2,0505,1.20,-1693413,-7137069,46938,7175,152.8
pg_norm,19,3,0505,1.07,-1628167,-8765236,44990,7530,99.4
pg_norm,19,4,0507,1.30,-1427870,-10193106,56442,5447,48.5
pg_norm,19,5,0505,0.73,-461942,-10655048,38776,8659,47.2
pg_norm,19,6,0507,1.16,-846528,-11501576,42567,7970,66.5
pg_norm,19,7,0507,1.00,-622440,-12124016,43121,7869,63.9
pg_norm,19,8,0507,0.66,-321797,-12445813,40476,8350,59.8
pg_norm,19,9,0506,1.24,-1501167,-13946980,49720,6670,112.9
pg_norm,19,10,0505,1.23,-874569,-14821549,46440,7266,67.6
pg_norm,19,11,0506,1.20,-1370990,-16192539,47499,7073,148.9
pg_norm,19,12,0506,0.69,-439662,-16632201,40367,8370,71.9
pg_norm,19,13,0505,1.11,-685351,-17317552,40538,8338,72.7
pg_norm,19,14,0505,1.29,-960835,-18278387,42230,8031,102.1
pg_norm,19,15,0507,0.94,-538143,-18816530,37726,8850,90.4
pg_norm,19,16,0505,1.27,-934742,-19751272,41856,8099,88.8
pg_norm,19,17,0507,1.21,-889876,-20641148,41405,8181,91.2
pg_norm,19,18,0507,1.14,-789832,-21430980,40151,8409,86.0
pg_norm,19,19,0506,1.03,-1042301,-22473281,44198,7674,95.6
pg_norm,19,20,0505,1.12,-692556,-23165837,39524,8523,88.7
pg_raw,0,1,0507,0.72,-5761124,-5761124,66146,3682,422.4
pg_raw,0,2,0505,1.27,-2189767,-7950891,57245,5301,99.7
pg_raw,0,3,0506,0.69,-1140175,-9091066,35747,9210,41.4
pg_raw,0,4,0507,1.20,-1460984,-10552050,45244,7483,94.4
pg_raw,0,5,0506,0.83,-893124,-11445174,45779,7386,40.5
pg_raw,0,6,0506,0.59,-427220,-11872394,38618,8688,27.0
pg_raw,0,7,0505,1.12,-886605,-12758999,43209,7853,47.1
pg_raw,0,8,0506,0.85,-792530,-13551529,33058,9698,43.3
pg_raw,0,9,0506,0.90,-896169,-14447698,43276,7841,53.1
pg_raw,0,10,0507,0.81,-522474,-14970172,34211,9489,36.9
pg_raw,0,11,0506,1.05,-1192418,-16162590,48995,6802,82.4
pg_raw,0,12,0507,1.19,-1005494,-17168084,40175,8404,64.8
pg_raw,0,13,0505,1.15,-885404,-18053488,39722,8487,56.6
pg_raw,0,14,0505,0.79,-454974,-18508462,34359,9462,44.0
pg_raw,0,15,0506,1.13,-1335412,-19843874,37507,8890,105.2
pg_raw,0,16,0505,0.71,-372082,-20215956,26216,10943,46.4
pg_raw,0,17,0507,0.98,-721846,-20937802,33256,9662,55.8
pg_raw,0,18,0506,0.61,-422229,-21360031,37159,8954,49.9
pg_raw,0,19,0505,0.92,-558133,-21918164,35542,9247,55.8
pg_raw,0,20,0505,0.66,-325685,-22243849,25713,11034,52.7
pg_raw,1,1,0506,1.26,-3472686,-3472686,52615,6143,61.8
pg_raw,1,2,0507,0.56,-1257393,-4730079,56478,5440,44.9
pg_raw,1,3,0506,1.29,-2293043,-7023122,58138,5138,78.4
pg_raw,1,4,0505,0.91,-732335,-7755457,39282,8567,31.8
pg_raw,1,5,0505,1.26,-1157057,-8912514,41592,8147,54.0
pg_raw,1,6,0507,0.83,-521398,-9433912,33727,9577,34.2
