episode,date,scale,total_reward,decisions,switches,wall_s
1,0505,0.90,-5822613,65761,3752,1050.7
2,0506,0.78,-1135137,48551,6882,43.0
3,0507,0.50,-441158,19185,12221,28.3
4,0506,0.56,-348669,38165,8770,35.0
5,0507,1.15,-872939,41959,8080,67.1
6,0507,0.67,-348860,33444,9628,47.3
7,0507,0.59,-287892,32847,9738,46.6
8,0507,1.17,-898967,40000,8436,72.0
9,0507,0.61,-299459,32731,9758,56.9
10,0506,0.55,-330815,39268,8570,62.1
11,0505,0.52,-212556,33034,9703,56.6
12,0507,0.61,-297162,32297,9838,63.7
13,0506,1.12,-1288073,44212,7671,108.0
14,0506,0.57,-340941,38150,8773,78.5
15,0506,0.63,-398023,37640,8866,68.9
16,0505,1.27,-965494,41054,8245,100.6
17,0506,1.21,-1486278,45799,7382,176.9
18,0506,1.19,-1400159,45746,7392,177.3
19,0506,0.73,-528848,39469,8533,85.0
20,0506,0.79,-605599,39051,8610,86.7
