episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,0.69,-5571083,61867,4460,393.4
2,0505,0.84,-1516921,62912,4270,54.2
3,0506,0.89,-1454769,44936,7539,54.9
4,0507,0.75,-667501,41891,8093,31.2
5,0505,0.89,-623352,39729,8486,35.5
6,0507,1.24,-1246479,42956,7900,78.0
7,0505,0.84,-547077,40437,8357,39.5
8,0506,1.29,-1674088,49353,6736,273.1
9,0507,1.28,-1270170,42054,8063,114.4
10,0506,0.78,-766109,45321,7469,57.3
11,0505,0.82,-519042,40745,8301,53.3
12,0506,1.12,-1415061,48533,6885,164.6
13,0506,1.04,-1234609,48069,6970,98.2
14,0507,0.92,-706786,37445,8901,66.4
15,0507,1.26,-1183803,41658,8136,99.9
16,0507,0.78,-523533,35131,9322,66.7
17,0507,0.74,-454752,34282,9476,69.6
18,0506,0.57,-403154,39942,8447,69.4
19,0507,1.09,-908487,39595,8510,91.4
20,0507,1.15,-1000256,40470,8352,99.9
