episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,1.26,-3472686,52615,6143,61.8
2,0507,0.56,-1257393,56478,5440,44.9
3,0506,1.29,-2293043,58138,5138,78.4
4,0505,0.91,-732335,39282,8567,31.8
5,0505,1.26,-1157057,41592,8147,54.0
6,0507,0.83,-521398,33727,9577,34.2
7,0505,0.99,-588265,35493,9256,39.0
8,0505,1.20,-838399,38363,8734,46.0
9,0507,1.06,-726472,33476,9622,48.2
10,0505,0.76,-368589,31996,9892,42.9
11,0506,0.64,-386514,35793,9202,45.3
12,0505,1.14,-714242,37654,8863,54.7
13,0505,1.20,-790289,33012,9707,59.3
14,0507,0.87,-497540,29047,10428,56.7
15,0506,0.89,-753369,39521,8524,62.5
16,0505,0.51,-205638,31538,9975,56.7
17,0507,1.28,-1034230,39445,8538,76.4
18,0506,0.66,-404624,35526,9250,64.8
19,0505,1.15,-714703,37247,8938,74.6
20,0506,0.79,-569887,37730,8850,74.5
