episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,1.15,-1717578,34763,9388,117.0
2,0505,0.98,-3675115,57300,5291,223.1
3,0507,0.77,-1058382,31087,10057,58.2
4,0506,0.83,-831375,47336,7102,33.5
5,0506,0.60,-419758,34211,9489,26.0
6,0506,0.91,-888347,31472,9987,42.4
7,0507,0.71,-414373,27657,10681,31.2
8,0505,0.80,-444633,37348,8918,35.5
9,0506,1.13,-1309853,42628,7958,81.3
10,0505,0.59,-273939,32990,9711,36.9
11,0507,1.07,-830920,36829,9014,53.2
12,0506,0.79,-668722,38589,8693,47.2
13,0507,1.09,-844622,36356,9099,59.6
14,0507,1.07,-827646,35706,9218,62.9
15,0507,1.15,-931353,37271,8932,98.0
16,0506,0.75,-616028,37426,8904,80.2
17,0506,0.79,-670334,37683,8858,81.7
18,0506,0.99,-1008208,41042,8248,112.4
19,0505,1.02,-674184,35916,9179,92.4
20,0507,1.23,-1057437,37803,8836,128.9
