episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,0.76,-362816816,58319,4409,498.0
2,0505,1.11,-674018223,53430,4770,991.4
3,0507,0.69,-127928482,34330,9033,180.8
4,0505,1.01,-193165191,36941,8717,280.5
5,0506,1.43,-828188695,41440,7878,1166.7
6,0507,0.81,-125602773,47329,6466,170.2
7,0506,0.54,-148624225,56597,4819,269.2
8,0507,0.74,-48278508,49756,6269,92.8
9,0505,1.49,-468438381,58268,4393,741.1
10,0505,1.52,-234849454,53835,5115,447.2
11,0505,1.17,-44039485,59203,4320,102.2
12,0507,1.39,-674996207,47490,6568,942.2
13,0507,0.51,-8587315,35605,9218,68.1
14,0507,0.63,-3780792,34541,9419,67.6
15,0505,1.09,-44802593,49146,6627,118.2
16,0505,1.20,-13526860,52900,5955,94.4
17,0506,1.27,-102113920,57533,5040,201.9
18,0506,0.77,-2593406,49882,6450,85.6
19,0506,0.54,-554910,50014,6403,85.0
20,0506,1.10,-36093843,54770,5572,128.7
