episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,0.73,-4698272,71963,2626,620.6
2,0506,0.76,-1930952,59876,4823,56.3
3,0507,1.22,-2268868,55392,5638,442.0
4,0505,1.02,-1034856,49193,6765,62.7
5,0505,0.51,-352579,42540,7974,43.9
6,0507,1.05,-688877,39534,8522,50.1
7,0507,1.12,-708022,41454,8172,53.8
8,0507,0.82,-415690,37488,8894,69.3
9,0505,1.00,-518347,41482,8167,73.0
10,0506,1.15,-1330360,50264,6570,76.9
11,0505,0.85,-405133,38590,8693,74.7
12,0505,1.20,-729730,42384,8004,100.5
13,0505,0.66,-270228,33518,9615,87.4
14,0506,1.23,-1491462,47878,7004,130.1
15,0506,0.74,-454739,39336,8558,101.6
16,0505,0.51,-196743,33188,9675,93.0
17,0507,1.26,-892459,41187,8220,130.6
18,0507,0.99,-566551,36267,9116,111.8
19,0507,0.59,-254999,32073,9878,113.7
20,0505,0.60,-240131,34948,9355,111.6
