episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,0.63,-3348819,28035,10612,179.9
2,0505,0.77,-1714617,21097,11874,57.2
3,0505,0.51,-668187,33133,9685,22.5
4,0505,1.19,-1587803,49325,6741,130.4
5,0507,1.11,-2045344,29210,10398,153.7
6,0506,1.03,-1434809,38829,8650,189.4
7,0507,1.03,-1385189,29024,10432,117.2
8,0506,0.51,-548183,38284,8748,47.6
9,0507,1.04,-1370907,28185,10584,131.9
10,0506,1.18,-1614663,42297,8019,282.4
11,0506,0.83,-1051801,36030,9158,105.4
12,0507,1.05,-1386777,27498,10710,127.3
13,0507,0.97,-1296724,25740,11030,96.3
14,0505,1.12,-1102507,35358,9280,120.4
15,0507,1.08,-1423871,27624,10686,145.1
16,0505,0.93,-957197,32636,9776,102.1
17,0506,0.67,-820351,33256,9662,95.1
18,0506,0.97,-1290812,36513,9070,149.3
19,0505,0.57,-502699,30792,10110,81.1
20,0507,0.51,-608127,22617,11598,87.8
