time_5min,approach,movement,total_vph
00:00,Westbound,Left,36.9
00:05,Westbound,Left,50.1
00:10,Westbound,Left,59.3
00:15,Westbound,Left,44.9
00:20,Westbound,Left,28.4
00:25,Westbound,Left,30.1
00:30,Westbound,Left,34.7
00:35,Westbound,Left,36.3
00:40,Westbound,Left,29.1
00:45,Westbound,Left,35.3
00:50,Westbound,Left,40.5
00:55,Westbound,Left,53.8
01:00,Westbound,Left,
01:05,Westbound,Left,
01:10,Westbound,Left,63.8
01:15,Westbound,Left,54.9
01:20,Westbound,Left,29.5
01:25,Westbound,Left,
01:30,Westbound,Left,18.3
01:35,Westbound,Left,16.3
01:40,Westbound,Left,
01:45,Westbound,Left,35.2
01:50,Westbound,Left,52.5
01:55,Westbound,Left,49.7
02:00,Westbound,Left,50.1
02:05,Westbound,Left,54.9
02:10,Westbound,Left,47.6
02:15,Westbound,Left,42.4
02:20,Westbound,Left,18.7
02:25,Westbound,Left,16.4
02:30,Westbound,Left,28.9
02:35,Westbound,Left,41.3
02:40,Westbound,Left,57.8
02:45,Westbound,Left,50.6
02:50,Westbound,Left,29.3
02:55,Westbound,Left,35.3
03:00,Westbound,Left,47.3
03:05,Westbound,Left,48.4
03:10,Westbound,Left,40.7
03:15,Westbound,Left,38.0
03:20,Westbound,Left,16.3
03:25,Westbound,Left,
03:30,Westbound,Left,
03:35,Westbound,Left,10.4
03:40,Westbound,Left,13.5
03:45,Westbound,Left,5.6
03:50,Westbound,Left,11.4
03:55,Westbound,Left,11.4
04:00,Westbound,Left,11.4
04:05,Westbound,Left,6.8
04:10,Westbound,Left,
04:15,Westbound,Left,
04:20,Westbound,Left,21.0
04:25,Westbound,Left,31.2
04:30,Westbound,Left,11.5
04:35,Westbound,Left,11.4
04:40,Westbound,Left,11.4
04:45,Westbound,Left,11.4
04:50,Westbound,Left,21.1
04:55,Westbound,Left,35.3
05:00,Westbound,Left,24.4
05:05,Westbound,Left,5.9
05:10,Westbound,Left,15.6
05:15,Westbound,Left,19.9
05:20,Westbound,Left,14.3
05:25,Westbound,Left,40.1
05:30,Westbound,Left,35.3
05:35,Westbound,Left,12.3
05:40,Westbound,Left,10.2
05:45,Westbound,Left,18.6
05:50,Westbound,Left,27.2
05:55,Westbound,Left,30.0
06:00,Westbound,Left,33.1
06:05,Westbound,Left,36.8
06:10,Westbound,Left,26.1
06:15,Westbound,Left,35.8
06:20,Westbound,Left,35.9
06:25,Westbound,Left,44.9
06:30,Westbound,Left,
06:35,Westbound,Left,14.6
06:40,Westbound,Left,34.5
06:45,Westbound,Left,59.3
06:50,Westbound,Left,45.1
06:55,Westbound,Left,46.6
07:00,Westbound,Left,49.0
07:05,Westbound,Left,53.3
07:10,Westbound,Left,65.1
07:15,Westbound,Left,42.2
07:20,Westbound,Left,52.0
07:25,Westbound,Left,80.8
07:30,Westbound,Left,77.3
07:35,Westbound,Left,46.9
07:40,Westbound,Left,53.2
07:45,Westbound,Left,79.2
07:50,Westbound,Left,73.3
07:55,Westbound,Left,
08:00,Westbound,Left,58.8
08:05,Westbound,Left,
08:10,Westbound,Left,38.0
08:15,Westbound,Left,45.6
08:20,Westbound,Left,50.9
08:25,Westbound,Left,58.2
08:30,Westbound,Left,89.6
08:35,Westbound,Left,79.4
08:40,Westbound,Left,
08:45,Westbound,Left,50.4
08:50,Westbound,Left,52.8
08:55,Westbound,Left,83.5
09:00,Westbound,Left,73.7
09:05,Westbound,Left,53.0
09:10,Westbound,Left,
09:15,Westbound,Left,
09:20,Westbound,Left,
09:25,Westbound,Left,44.9
09:30,Westbound,Left,35.9
09:35,Westbound,Left,41.2
09:40,Westbound,Left,36.6
09:45,Westbound,Left,40.3
09:50,Westbound,Left,64.6
09:55,Westbound,Left,51.6
10:00,Westbound,Left,33.3
10:05,Westbound,Left,
