time_5min,approach,movement,total_vph
00:00,Eastbound,Left,
00:05,Eastbound,Left,
00:10,Eastbound,Left,40.8
00:15,Eastbound,Left,
00:20,Eastbound,Left,61.4
00:25,Eastbound,Left,78.5
00:30,Eastbound,Left,44.4
00:35,Eastbound,Left,39.2
00:40,Eastbound,Left,47.1
00:45,Eastbound,Left,43.9
00:50,Eastbound,Left,47.2
00:55,Eastbound,Left,52.1
01:00,Eastbound,Left,63.8
01:05,Eastbound,Left,67.9
01:10,Eastbound,Left,65.1
01:15,Eastbound,Left,
01:20,Eastbound,Left,29.3
01:25,Eastbound,Left,26.9
01:30,Eastbound,Left,
01:35,Eastbound,Left,
01:40,Eastbound,Left,
01:45,Eastbound,Left,
01:50,Eastbound,Left,
01:55,Eastbound,Left,
02:00,Eastbound,Left,25.0
02:05,Eastbound,Left,25.5
02:10,Eastbound,Left,
02:15,Eastbound,Left,
02:20,Eastbound,Left,
02:25,Eastbound,Left,
02:30,Eastbound,Left,
02:35,Eastbound,Left,
02:40,Eastbound,Left,16.2
02:45,Eastbound,Left,18.8
02:50,Eastbound,Left,
02:55,Eastbound,Left,
03:00,Eastbound,Left,22.0
03:05,Eastbound,Left,25.5
03:10,Eastbound,Left,26.9
03:15,Eastbound,Left,28.8
03:20,Eastbound,Left,
03:25,Eastbound,Left,
03:30,Eastbound,Left,
03:35,Eastbound,Left,
03:40,Eastbound,Left,
03:45,Eastbound,Left,
03:50,Eastbound,Left,
03:55,Eastbound,Left,
04:00,Eastbound,Left,13.0
04:05,Eastbound,Left,28.8
04:10,Eastbound,Left,27.4
04:15,Eastbound,Left,
04:20,Eastbound,Left,
04:25,Eastbound,Left,
04:30,Eastbound,Left,25.5
04:35,Eastbound,Left,40.8
04:40,Eastbound,Left,23.6
04:45,Eastbound,Left,15.6
04:50,Eastbound,Left,18.8
04:55,Eastbound,Left,18.8
05:00,Eastbound,Left,20.7
05:05,Eastbound,Left,
05:10,Eastbound,Left,27.4
05:15,Eastbound,Left,25.5
05:20,Eastbound,Left,55.2
05:25,Eastbound,Left,55.7
05:30,Eastbound,Left,36.0
05:35,Eastbound,Left,38.4
05:40,Eastbound,Left,
05:45,Eastbound,Left,50.4
05:50,Eastbound,Left,54.7
05:55,Eastbound,Left,46.6
06:00,Eastbound,Left,50.4
06:05,Eastbound,Left,63.6
06:10,Eastbound,Left,65.5
06:15,Eastbound,Left,90.7
06:20,Eastbound,Left,100.5
06:25,Eastbound,Left,61.0
06:30,Eastbound,Left,52.6
06:35,Eastbound,Left,73.7
06:40,Eastbound,Left,119.5
06:45,Eastbound,Left,98.1
06:50,Eastbound,Left,125.2
06:55,Eastbound,Left,148.2
07:00,Eastbound,Left,97.4
07:05,Eastbound,Left,128.3
07:10,Eastbound,Left,142.5
07:15,Eastbound,Left,96.0
07:20,Eastbound,Left,100.0
07:25,Eastbound,Left,114.7
07:30,Eastbound,Left,125.4
07:35,Eastbound,Left,138.4
07:40,Eastbound,Left,180.8
07:45,Eastbound,Left,231.9
07:50,Eastbound,Left,167.4
07:55,Eastbound,Left,134.1
08:00,Eastbound,Left,201.9
08:05,Eastbound,Left,177.7
08:10,Eastbound,Left,166.0
08:15,Eastbound,Left,177.2
08:20,Eastbound,Left,137.2
08:25,Eastbound,Left,127.9
08:30,Eastbound,Left,84.5
08:35,Eastbound,Left,85.7
08:40,Eastbound,Left,119.5
08:45,Eastbound,Left,107.2
08:50,Eastbound,Left,115.6
08:55,Eastbound,Left,150.6
09:00,Eastbound,Left,133.8
09:05,Eastbound,Left,125.4
09:10,Eastbound,Left,122.8
09:15,Eastbound,Left,108.6
09:20,Eastbound,Left,142.7
09:25,Eastbound,Left,151.3
09:30,Eastbound,Left,115.6
09:35,Eastbound,Left,129.5
09:40,Eastbound,Left,146.5
09:45,Eastbound,Left,102.7
09:50,Eastbound,Left,105.1
09:55,Eastbound,Left,
10:00,Eastbound,Left,132.9
10:05,Eastbound,Left,117.0
10:10,Eastbound,Left,108.7
10:15,Eastbound,Left,141.7
10:20,Eastbound,Left,163.8
10:25,Eastbound,Left,130.2
10:30,Eastbound,Left,77.7
10:35,Eastbound,Left,88.1
10:40,Eastbound,Left,75.3
10:45,Eastbound,Left,37.6
10:50,Eastbound,Left,
10:55,Eastbound,Left,58.1
11:00,Eastbound,Left,64.3
11:05,Eastbound,Left,64.8
11:10,Eastbound,Left,73.2
11:15,Eastbound,Left,80.6
11:20,Eastbound,Left,58.8
11:25,Eastbound,Left,70.6
11:30,Eastbound,Left,66.0
11:35,Eastbound,Left,70.6
11:40,Eastbound,Left,88.3
11:45,Eastbound,Left,53.7
11:50,Eastbound,Left,64.1
11:55,Eastbound,Left,66.0
12:00,Eastbound,Left,62.4
12:05,Eastbound,Left,64.1
12:10,Eastbound,Left,62.5
12:15,Eastbound,Left,98.8
12:20,Eastbound,Left,
12:25,Eastbound,Left,102.0
12:30,Eastbound,Left,104.8
12:35,Eastbound,Left,119.5
12:40,Eastbound,Left,102.9
12:45,Eastbound,Left,106.3
12:50,Eastbound,Left,109.9
12:55,Eastbound,Left,93.6
13:00,Eastbound,Left,113.5
13:05,Eastbound,Left,126.2
13:10,Eastbound,Left,115.9
13:15,Eastbound,Left,106.8
13:20,Eastbound,Left,129.0
13:25,Eastbound,Left,153.8
13:30,Eastbound,Left,114.7
13:35,Eastbound,Left,89.5
13:40,Eastbound,Left,
13:45,Eastbound,Left,
13:50,Eastbound,Left,150.1
13:55,Eastbound,Left,149.9
14:00,Eastbound,Left,119.7
14:05,Eastbound,Left,100.3
14:10,Eastbound,Left,117.5
14:15,Eastbound,Left,
14:20,Eastbound,Left,188.0
14:25,Eastbound,Left,177.9
14:30,Eastbound,Left,122.0
14:35,Eastbound,Left,80.6
14:40,Eastbound,Left,83.3
14:45,Eastbound,Left,141.0
14:50,Eastbound,Left,145.3
14:55,Eastbound,Left,152.1
15:00,Eastbound,Left,160.7
15:05,Eastbound,Left,120.4
15:10,Eastbound,Left,164.2
15:15,Eastbound,Left,183.1
15:20,Eastbound,Left,152.1
15:25,Eastbound,Left,121.4
15:30,Eastbound,Left,142.5
15:35,Eastbound,Left,161.6
15:40,Eastbound,Left,128.8
15:45,Eastbound,Left,90.0
15:50,Eastbound,Left,134.3
15:55,Eastbound,Left,171.5
16:00,Eastbound,Left,91.1
16:05,Eastbound,Left,117.1
16:10,Eastbound,Left,155.7
16:15,Eastbound,Left,165.0
16:20,Eastbound,Left,135.3
16:25,Eastbound,Left,162.8
16:30,Eastbound,Left,168.8
16:35,Eastbound,Left,204.6
16:40,Eastbound,Left,208.2
16:45,Eastbound,Left,170.5
16:50,Eastbound,Left,137.7
16:55,Eastbound,Left,109.1
17:00,Eastbound,Left,64.8
17:05,Eastbound,Left,132.2
17:10,Eastbound,Left,190.9
17:15,Eastbound,Left,127.1
17:20,Eastbound,Left,147.7
17:25,Eastbound,Left,150.1
17:30,Eastbound,Left,139.4
17:35,Eastbound,Left,194.0
17:40,Eastbound,Left,174.3
17:45,Eastbound,Left,113.4
17:50,Eastbound,Left,128.3
17:55,Eastbound,Left,141.3
18:00,Eastbound,Left,112.5
18:05,Eastbound,Left,135.9
18:10,Eastbound,Left,124.0
18:15,Eastbound,Left,69.1
18:20,Eastbound,Left,
18:25,Eastbound,Left,104.1
18:30,Eastbound,Left,125.0
18:35,Eastbound,Left,120.7
18:40,Eastbound,Left,118.7
18:45,Eastbound,Left,127.1
18:50,Eastbound,Left,129.8
18:55,Eastbound,Left,154.0
19:00,Eastbound,Left,132.2
19:05,Eastbound,Left,89.3
19:10,Eastbound,Left,88.8
19:15,Eastbound,Left,150.1
19:20,Eastbound,Left,139.2
19:25,Eastbound,Left,120.4
19:30,Eastbound,Left,88.1
19:35,Eastbound,Left,73.2
19:40,Eastbound,Left,128.6
19:45,Eastbound,Left,120.4
19:50,Eastbound,Left,84.7
19:55,Eastbound,Left,119.0
20:00,Eastbound,Left,139.0
20:05,Eastbound,Left,111.1
20:10,Eastbound,Left,99.3
20:15,Eastbound,Left,149.4
20:20,Eastbound,Left,115.4
20:25,Eastbound,Left,100.8
20:30,Eastbound,Left,107.0
20:35,Eastbound,Left,100.6
20:40,Eastbound,Left,
20:45,Eastbound,Left,133.1
20:50,Eastbound,Left,191.1
20:55,Eastbound,Left,183.7
