time_5min,approach,movement,total_vph
00:00,Northbound,Thru,
00:05,Northbound,Thru,
00:10,Northbound,Thru,81.0
00:15,Northbound,Thru,127.8
00:20,Northbound,Thru,118.3
00:25,Northbound,Thru,131.9
00:30,Northbound,Thru,107.1
00:35,Northbound,Thru,124.6
00:40,Northbound,Thru,93.3
00:45,Northbound,Thru,101.2
00:50,Northbound,Thru,94.9
00:55,Northbound,Thru,64.0
01:00,Northbound,Thru,260.3
01:05,Northbound,Thru,75.7
01:10,Northbound,Thru,108.1
01:15,Northbound,Thru,133.6
01:20,Northbound,Thru,86.3
01:25,Northbound,Thru,106.2
01:30,Northbound,Thru,104.4
01:35,Northbound,Thru,136.3
01:40,Northbound,Thru,133.1
01:45,Northbound,Thru,159.7
01:50,Northbound,Thru,174.3
01:55,Northbound,Thru,137.4
02:00,Northbound,Thru,146.6
02:05,Northbound,Thru,141.7
02:10,Northbound,Thru,96.3
02:15,Northbound,Thru,101.2
02:20,Northbound,Thru,3.4
02:25,Northbound,Thru,91.7
02:30,Northbound,Thru,107.1
02:35,Northbound,Thru,128.9
02:40,Northbound,Thru,148.7
02:45,Northbound,Thru,144.8
02:50,Northbound,Thru,90.6
02:55,Northbound,Thru,76.4
03:00,Northbound,Thru,95.9
03:05,Northbound,Thru,60.8
03:10,Northbound,Thru,44.9
03:15,Northbound,Thru,38.8
03:20,Northbound,Thru,22.5
03:25,Northbound,Thru,26.8
03:30,Northbound,Thru,41.7
03:35,Northbound,Thru,65.1
03:40,Northbound,Thru,
03:45,Northbound,Thru,31.0
03:50,Northbound,Thru,43.3
03:55,Northbound,Thru,37.4
04:00,Northbound,Thru,35.3
04:05,Northbound,Thru,40.6
04:10,Northbound,Thru,56.6
04:15,Northbound,Thru,
04:20,Northbound,Thru,
04:25,Northbound,Thru,42.7
04:30,Northbound,Thru,40.3
04:35,Northbound,Thru,31.0
04:40,Northbound,Thru,46.6
04:45,Northbound,Thru,
04:50,Northbound,Thru,65.8
04:55,Northbound,Thru,57.6
05:00,Northbound,Thru,52.8
05:05,Northbound,Thru,60.8
05:10,Northbound,Thru,88.5
05:15,Northbound,Thru,66.7
05:20,Northbound,Thru,
05:25,Northbound,Thru,28.1
05:30,Northbound,Thru,69.9
05:35,Northbound,Thru,85.8
05:40,Northbound,Thru,81.6
05:45,Northbound,Thru,108.7
05:50,Northbound,Thru,111.9
05:55,Northbound,Thru,93.8
06:00,Northbound,Thru,77.8
06:05,Northbound,Thru,92.7
06:10,Northbound,Thru,92.7
06:15,Northbound,Thru,237.0
06:20,Northbound,Thru,101.2
06:25,Northbound,Thru,159.2
06:30,Northbound,Thru,231.0
06:35,Northbound,Thru,184.7
06:40,Northbound,Thru,176.5
06:45,Northbound,Thru,199.6
06:50,Northbound,Thru,203.9
06:55,Northbound,Thru,153.4
07:00,Northbound,Thru,134.2
07:05,Northbound,Thru,209.7
07:10,Northbound,Thru,172.5
07:15,Northbound,Thru,153.4
07:20,Northbound,Thru,152.3
07:25,Northbound,Thru,241.1
07:30,Northbound,Thru,239.9
07:35,Northbound,Thru,248.6
07:40,Northbound,Thru,272.0
07:45,Northbound,Thru,264.5
07:50,Northbound,Thru,351.7
07:55,Northbound,Thru,406.5
08:00,Northbound,Thru,354.8
08:05,Northbound,Thru,367.2
08:10,Northbound,Thru,390.6
08:15,Northbound,Thru,388.4
08:20,Northbound,Thru,388.4
08:25,Northbound,Thru,348.9
08:30,Northbound,Thru,398.5
