episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,0.67,-5764472,58004,5163,589.7
2,0507,0.56,-1298421,50812,6470,37.4
3,0506,0.93,-1374580,47878,7004,42.2
4,0507,0.79,-521045,37678,8859,47.8
5,0507,0.73,-395138,39546,8519,36.4
6,0506,0.67,-401662,43649,7774,49.6
7,0506,1.16,-1788960,52449,6174,82.0
8,0505,1.28,-930242,44661,7590,69.5
9,0505,1.05,-581387,30746,10120,53.6
10,0505,0.84,-406642,35960,9171,56.5
11,0505,1.27,-790432,39841,8466,86.6
12,0507,0.63,-277510,32849,9736,72.3
13,0506,0.52,-254395,36083,9148,74.4
14,0507,1.16,-741990,38776,8660,95.9
15,0505,1.16,-667236,41649,8136,104.6
16,0507,0.93,-511640,37245,8938,105.0
17,0507,0.60,-265993,34978,9350,83.5
18,0505,0.70,-296366,34794,9383,98.7
19,0505,1.13,-618496,38072,8787,95.3
20,0506,1.26,-1510714,47110,7144,140.0
