episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,1.24,-5443656,68828,3195,1164.2
2,0505,1.20,-1693413,46938,7175,152.8
3,0505,1.07,-1628167,44990,7530,99.4
4,0507,1.30,-1427870,56442,5447,48.5
5,0505,0.73,-461942,38776,8659,47.2
6,0507,1.16,-846528,42567,7970,66.5
7,0507,1.00,-622440,43121,7869,63.9
8,0507,0.66,-321797,40476,8350,59.8
9,0506,1.24,-1501167,49720,6670,112.9
10,0505,1.23,-874569,46440,7266,67.6
11,0506,1.20,-1370990,47499,7073,148.9
12,0506,0.69,-439662,40367,8370,71.9
13,0505,1.11,-685351,40538,8338,72.7
14,0505,1.29,-960835,42230,8031,102.1
15,0507,0.94,-538143,37726,8850,90.4
16,0505,1.27,-934742,41856,8099,88.8
17,0507,1.21,-889876,41405,8181,91.2
18,0507,1.14,-789832,40151,8409,86.0
19,0506,1.03,-1042301,44198,7674,95.6
20,0505,1.12,-692556,39524,8523,88.7
