episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,1.22,-4306268,64912,3907,305.0
2,0505,0.99,-1545449,54144,5865,45.1
3,0505,0.98,-722875,27633,10686,41.4
4,0505,0.95,-536373,33893,9547,46.9
5,0507,0.67,-306487,27200,10764,44.7
6,0507,0.96,-535739,36386,9094,55.8
7,0506,0.52,-252572,36468,9078,38.5
8,0507,0.77,-377792,33535,9612,53.2
9,0506,1.12,-1347757,46908,7180,85.9
10,0505,1.30,-836081,43242,7847,80.2
11,0507,0.73,-340920,29800,10292,72.4
12,0507,1.20,-773576,39196,8582,90.1
13,0507,0.86,-443944,35938,9175,80.5
14,0506,0.50,-243974,35789,9202,84.6
15,0506,0.77,-489132,38810,8653,95.7
16,0505,0.50,-193535,31604,9963,72.1
17,0505,1.15,-652465,40846,8282,97.3
18,0505,0.78,-342683,33914,9543,95.2
19,0506,0.75,-462695,37336,8921,100.8
20,0506,1.06,-1005108,33837,9557,120.8
