episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,0.73,-4797725,72966,2442,689.1
2,0507,0.75,-2695479,61900,4454,211.0
3,0505,0.54,-929545,51923,6269,57.2
4,0507,0.97,-661959,35098,9328,48.0
5,0506,1.18,-1828828,59216,4942,142.9
6,0505,0.70,-320838,40646,8319,52.8
7,0506,0.63,-374926,44564,7606,57.5
8,0507,1.06,-639832,35839,9193,72.0
9,0506,1.01,-872271,47542,7066,86.6
10,0507,0.59,-253745,36444,9083,78.0
11,0506,0.82,-555959,41913,8088,83.7
12,0507,1.23,-813674,40785,8294,104.6
13,0506,0.72,-434690,40715,8306,87.2
14,0505,0.57,-226599,36422,9087,74.9
15,0505,0.77,-347386,38314,8743,82.4
16,0507,0.89,-484382,36163,9134,104.6
17,0505,1.09,-600409,39040,8611,111.4
18,0506,0.78,-513319,39614,8507,110.4
19,0506,1.01,-902319,43481,7804,131.2
20,0506,1.18,-1305098,46476,7259,149.6
