episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,1.44,-54266548,68564,2117,79.9
2,0505,0.62,-747255,55925,5422,24.9
3,0506,0.65,-219632219,34858,8768,314.9
4,0506,1.45,-1316707570,50607,5386,2007.4
5,0505,0.68,-139322993,45244,7202,264.0
6,0507,0.70,-1340407,40384,8102,43.3
7,0505,1.33,-25767662,57245,4639,78.5
8,0507,0.59,-722506,44333,7153,49.4
9,0507,0.59,-659854,43891,7349,52.4
10,0507,0.51,-503358,45543,7035,56.8
11,0507,0.70,-705382,43847,7458,62.3
12,0506,1.16,-247988564,56310,5095,511.7
13,0506,1.24,-37321496,50964,6369,121.8
14,0505,1.43,-21451088,53122,5911,104.4
15,0506,0.54,-525048,45782,7193,77.3
16,0506,0.79,-1065948,47147,6991,85.8
17,0507,1.03,-1861983,44265,7550,91.3
18,0506,0.85,-1243089,46368,7143,93.6
19,0506,1.40,-124759171,54869,5544,303.6
20,0505,0.79,-737860,42681,7762,101.4
