episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,0.82,-561453229,59513,3639,1030.3
2,0506,0.96,-441915310,48327,5978,787.5
3,0505,1.46,-1312325910,45158,6659,1901.8
4,0507,0.72,-24460149,46845,6684,55.9
5,0507,1.36,-446446955,51373,5720,824.4
6,0505,0.90,-87310336,43353,7242,172.7
7,0506,1.06,-72031107,52625,5269,138.6
8,0506,1.23,-51208928,51565,5698,130.5
9,0507,1.48,-30180087,48566,6274,104.0
10,0506,0.57,-583677,57764,4237,58.5
11,0505,0.86,-637464,54165,5199,65.9
12,0506,0.95,-5938224,55102,4894,82.3
13,0506,0.90,-3328168,54814,5021,82.2
14,0507,0.96,-1309504,47947,6622,81.1
15,0505,1.14,-1367870,52306,5697,90.3
16,0507,1.41,-23562112,48784,6394,132.4
17,0505,0.66,-427920,53430,5409,89.8
18,0506,1.08,-19479222,54077,5176,121.8
19,0507,0.51,-374116,52410,5607,101.2
20,0506,1.32,-88610767,52988,5341,256.7
