episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,1.22,-2641149,63946,4082,73.0
2,0505,1.09,-2918444,60789,4656,315.2
3,0505,1.14,-851090,45530,7431,49.7
4,0506,1.04,-1079626,47521,7069,42.3
5,0507,1.01,-619301,40432,8358,43.9
6,0507,1.04,-623771,39452,8536,58.8
7,0506,0.75,-478550,42525,7978,52.7
8,0506,1.28,-1587857,49096,6782,96.5
9,0506,1.29,-1535980,48951,6809,106.4
10,0507,1.05,-612323,39893,8456,79.8
11,0505,1.20,-726237,42122,8050,83.6
12,0507,0.60,-266458,31484,9985,74.7
13,0507,1.05,-628718,37670,8860,91.2
14,0507,1.10,-677663,38086,8784,108.3
15,0506,1.05,-983308,44309,7653,121.6
16,0505,0.68,-294836,34222,9487,94.8
17,0507,1.23,-842831,40136,8412,109.9
18,0506,0.69,-404525,38387,8730,98.4
19,0507,0.54,-231790,30669,10134,101.4
20,0507,0.99,-557914,35820,9196,98.4
