time_15min,direction,sensor,vph_raw
00:00,Eastbound,advance-stopbar,26.8
00:15,Eastbound,advance-stopbar,16.7
00:30,Eastbound,advance-stopbar,11.8
00:45,Eastbound,advance-stopbar,13.4
01:00,Eastbound,advance-stopbar,15.3
01:15,Eastbound,advance-stopbar,15.6
01:30,Eastbound,advance-stopbar,13.5
01:45,Eastbound,advance-stopbar,
02:00,Eastbound,advance-stopbar,217.1
02:15,Eastbound,advance-stopbar,17.8
02:30,Eastbound,advance-stopbar,18.9
02:45,Eastbound,advance-stopbar,10.3
03:00,Eastbound,advance-stopbar,10.3
03:15,Eastbound,advance-stopbar,10.3
03:30,Eastbound,advance-stopbar,71.0
03:45,Eastbound,advance-stopbar,296.1
04:00,Eastbound,advance-stopbar,191.6
04:15,Eastbound,advance-stopbar,11.0
04:30,Eastbound,advance-stopbar,19.6
04:45,Eastbound,advance-stopbar,27.8
05:00,Eastbound,advance-stopbar,25.3
05:15,Eastbound,advance-stopbar,32.9
05:30,Eastbound,advance-stopbar,46.0
05:45,Eastbound,advance-stopbar,48.1
06:00,Eastbound,advance-stopbar,45.3
06:15,Eastbound,advance-stopbar,67.4
06:30,Eastbound,advance-stopbar,72.8
06:45,Eastbound,advance-stopbar,77.1
07:00,Eastbound,advance-stopbar,74.2
07:15,Eastbound,advance-stopbar,49.2
07:30,Eastbound,advance-stopbar,53.2
07:45,Eastbound,advance-stopbar,53.2
08:00,Eastbound,advance-stopbar,46.0
08:15,Eastbound,advance-stopbar,62.4
08:30,Eastbound,advance-stopbar,84.2
08:45,Eastbound,advance-stopbar,98.5
09:00,Eastbound,advance-stopbar,93.2
09:15,Eastbound,advance-stopbar,81.4
09:30,Eastbound,advance-stopbar,73.2
09:45,Eastbound,advance-stopbar,81.4
10:00,Eastbound,advance-stopbar,101.7
10:15,Eastbound,advance-stopbar,128.2
10:30,Eastbound,advance-stopbar,135.7
10:45,Eastbound,advance-stopbar,146.0
11:00,Eastbound,advance-stopbar,199.6
11:15,Eastbound,advance-stopbar,240.7
11:30,Eastbound,advance-stopbar,246.1
11:45,Eastbound,advance-stopbar,278.6
12:00,Eastbound,advance-stopbar,291.5
12:15,Eastbound,advance-stopbar,281.8
12:30,Eastbound,advance-stopbar,278.2
12:45,Eastbound,advance-stopbar,283.2
13:00,Eastbound,advance-stopbar,276.5
13:15,Eastbound,advance-stopbar,262.0
13:30,Eastbound,advance-stopbar,289.3
13:45,Eastbound,advance-stopbar,307.2
14:00,Eastbound,advance-stopbar,266.1
14:15,Eastbound,advance-stopbar,246.1
14:30,Eastbound,advance-stopbar,258.9
14:45,Eastbound,advance-stopbar,281.5
15:00,Eastbound,advance-stopbar,253.6
15:15,Eastbound,advance-stopbar,242.9
15:30,Eastbound,advance-stopbar,282.5
15:45,Eastbound,advance-stopbar,259.2
16:00,Eastbound,advance-stopbar,199.3
16:15,Eastbound,advance-stopbar,185.7
16:30,Eastbound,advance-stopbar,177.1
16:45,Eastbound,advance-stopbar,284.2
17:00,Eastbound,advance-stopbar,374.3
17:15,Eastbound,advance-stopbar,391.9
17:30,Eastbound,advance-stopbar,260.4
17:45,Eastbound,advance-stopbar,200.4
18:00,Eastbound,advance-stopbar,225.4
18:15,Eastbound,advance-stopbar,235.0
18:30,Eastbound,advance-stopbar,237.4
18:45,Eastbound,advance-stopbar,230.7
19:00,Eastbound,advance-stopbar,276.8
19:15,Eastbound,advance-stopbar,318.6
19:30,Eastbound,advance-stopbar,341.1
19:45,Eastbound,advance-stopbar,360.4
20:00,Eastbound,advance-stopbar,332.2
20:15,Eastbound,advance-stopbar,303.2
20:30,Eastbound,advance-stopbar,302.9
20:45,Eastbound,advance-stopbar,294.0
21:00,Eastbound,advance-stopbar,286.5
21:15,Eastbound,advance-stopbar,265.9
21:30,Eastbound,advance-stopbar,231.4
21:45,Eastbound,advance-stopbar,224.6
