time_15min,direction,sensor,vph_raw
00:00,Northbound,advance-260ft,111.1
00:15,Northbound,advance-260ft,128.0
00:30,Northbound,advance-260ft,142.0
00:45,Northbound,advance-260ft,122.9
01:00,Northbound,advance-260ft,130.7
01:15,Northbound,advance-260ft,120.5
01:30,Northbound,advance-260ft,80.2
01:45,Northbound,advance-260ft,62.6
02:00,Northbound,advance-260ft,94.1
02:15,Northbound,advance-260ft,96.9
02:30,Northbound,advance-260ft,94.6
02:45,Northbound,advance-260ft,82.2
03:00,Northbound,advance-260ft,61.6
03:15,Northbound,advance-260ft,56.9
03:30,Northbound,advance-260ft,55.2
03:45,Northbound,advance-260ft,44.2
04:00,Northbound,advance-260ft,47.6
04:15,Northbound,advance-260ft,50.5
04:30,Northbound,advance-260ft,53.0
04:45,Northbound,advance-260ft,39.9
05:00,Northbound,advance-260ft,31.9
05:15,Northbound,advance-260ft,23.9
05:30,Northbound,advance-260ft,28.2
05:45,Northbound,advance-260ft,34.1
06:00,Northbound,advance-260ft,46.5
06:15,Northbound,advance-260ft,48.1
06:30,Northbound,advance-260ft,30.0
06:45,Northbound,advance-260ft,50.2
07:00,Northbound,advance-260ft,68.0
07:15,Northbound,advance-260ft,68.0
07:30,Northbound,advance-260ft,74.3
07:45,Northbound,advance-260ft,68.1
08:00,Northbound,advance-260ft,70.2
08:15,Northbound,advance-260ft,68.0
08:30,Northbound,advance-260ft,81.9
08:45,Northbound,advance-260ft,92.4
09:00,Northbound,advance-260ft,88.3
09:15,Northbound,advance-260ft,96.1
09:30,Northbound,advance-260ft,101.9
09:45,Northbound,advance-260ft,108.1
10:00,Northbound,advance-260ft,92.5
10:15,Northbound,advance-260ft,83.8
10:30,Northbound,advance-260ft,86.2
10:45,Northbound,advance-260ft,76.4
11:00,Northbound,advance-260ft,64.5
11:15,Northbound,advance-260ft,79.0
11:30,Northbound,advance-260ft,117.1
11:45,Northbound,advance-260ft,111.4
12:00,Northbound,advance-260ft,92.5
12:15,Northbound,advance-260ft,80.1
12:30,Northbound,advance-260ft,65.7
12:45,Northbound,advance-260ft,60.2
13:00,Northbound,advance-260ft,105.1
13:15,Northbound,advance-260ft,121.7
13:30,Northbound,advance-260ft,86.5
13:45,Northbound,advance-260ft,82.9
14:00,Northbound,advance-260ft,103.4
14:15,Northbound,advance-260ft,118.3
14:30,Northbound,advance-260ft,100.5
14:45,Northbound,advance-260ft,89.2
15:00,Northbound,advance-260ft,149.8
15:15,Northbound,advance-260ft,190.5
15:30,Northbound,advance-260ft,88.6
15:45,Northbound,advance-260ft,84.3
16:00,Northbound,advance-260ft,101.1
16:15,Northbound,advance-260ft,107.6
16:30,Northbound,advance-260ft,104.2
16:45,Northbound,advance-260ft,97.6
17:00,Northbound,advance-260ft,88.1
17:15,Northbound,advance-260ft,103.0
17:30,Northbound,advance-260ft,122.2
17:45,Northbound,advance-260ft,115.7
18:00,Northbound,advance-260ft,129.2
18:15,Northbound,advance-260ft,133.5
18:30,Northbound,advance-260ft,114.0
18:45,Northbound,advance-260ft,109.3
19:00,Northbound,advance-260ft,81.1
19:15,Northbound,advance-260ft,80.7
19:30,Northbound,advance-260ft,116.4
19:45,Northbound,advance-260ft,118.1
20:00,Northbound,advance-260ft,112.0
20:15,Northbound,advance-260ft,124.4
20:30,Northbound,advance-260ft,130.1
20:45,Northbound,advance-260ft,114.0
21:00,Northbound,advance-260ft,113.9
21:15,Northbound,advance-260ft,98.1
21:30,Northbound,advance-260ft,77.9
21:45,Northbound,advance-260ft,49.9
22:00,Northbound,advance-260ft,9.1
22:15,Northbound,advance-260ft,
22:30,Northbound,advance-260ft,
22:45,Northbound,advance-260ft,
23:00,Northbound,advance-260ft,
23:15,Northbound,advance-260ft,
23:30,Northbound,advance-260ft,
23:45,Northbound,advance-260ft,
00:00,Southbound,advance-260ft,361.2
00:15,Southbound,advance-260ft,296.5
00:30,Southbound,advance-260ft,227.9
00:45,Southbound,advance-260ft,263.6
01:00,Southbound,advance-260ft,232.6
01:15,Southbound,advance-260ft,188.5
01:30,Southbound,advance-260ft,170.4
01:45,Southbound,advance-260ft,145.7
02:00,Southbound,advance-260ft,135.8
02:15,Southbound,advance-260ft,147.1
02:30,Southbound,advance-260ft,129.7
02:45,Southbound,advance-260ft,95.8
03:00,Southbound,advance-260ft,75.5
03:15,Southbound,advance-260ft,64.6
03:30,Southbound,advance-260ft,74.8
03:45,Southbound,advance-260ft,79.9
04:00,Southbound,advance-260ft,60.6
04:15,Southbound,advance-260ft,42.0
04:30,Southbound,advance-260ft,47.3
04:45,Southbound,advance-260ft,46.2
05:00,Southbound,advance-260ft,67.0
05:15,Southbound,advance-260ft,71.5
05:30,Southbound,advance-260ft,62.5
05:45,Southbound,advance-260ft,68.2
06:00,Southbound,advance-260ft,84.4
06:15,Southbound,advance-260ft,110.3
06:30,Southbound,advance-260ft,107.6
06:45,Southbound,advance-260ft,102.2
07:00,Southbound,advance-260ft,138.0
07:15,Southbound,advance-260ft,160.5
07:30,Southbound,advance-260ft,176.2
07:45,Southbound,advance-260ft,170.6
08:00,Southbound,advance-260ft,180.4
08:15,Southbound,advance-260ft,255.9
08:30,Southbound,advance-260ft,311.5
08:45,Southbound,advance-260ft,277.3
09:00,Southbound,advance-260ft,230.5
09:15,Southbound,advance-260ft,263.7
09:30,Southbound,advance-260ft,282.7
09:45,Southbound,advance-260ft,261.0
10:00,Southbound,advance-260ft,255.6
10:15,Southbound,advance-260ft,270.3
10:30,Southbound,advance-260ft,271.8
10:45,Southbound,advance-260ft,253.2
11:00,Southbound,advance-260ft,251.0
11:15,Southbound,advance-260ft,240.6
11:30,Southbound,advance-260ft,231.7
11:45,Southbound,advance-260ft,300.5
12:00,Southbound,advance-260ft,315.8
12:15,Southbound,advance-260ft,303.8
12:30,Southbound,advance-260ft,326.4
12:45,Southbound,advance-260ft,285.0
13:00,Southbound,advance-260ft,387.7
13:15,Southbound,advance-260ft,481.6
13:30,Southbound,advance-260ft,425.7
13:45,Southbound,advance-260ft,392.2
14:00,Southbound,advance-260ft,357.6
14:15,Southbound,advance-260ft,391.3
14:30,Southbound,advance-260ft,363.2
14:45,Southbound,advance-260ft,319.7
15:00,Southbound,advance-260ft,474.6
15:15,Southbound,advance-260ft,436.5
15:30,Southbound,advance-260ft,350.3
15:45,Southbound,advance-260ft,357.1
16:00,Southbound,advance-260ft,354.5
16:15,Southbound,advance-260ft,295.2
16:30,Southbound,advance-260ft,231.4
16:45,Southbound,advance-260ft,279.4
17:00,Southbound,advance-260ft,301.8
17:15,Southbound,advance-260ft,276.0
17:30,Southbound,advance-260ft,274.3
17:45,Southbound,advance-260ft,323.8
18:00,Southbound,advance-260ft,331.4
18:15,Southbound,advance-260ft,321.0
18:30,Southbound,advance-260ft,310.2
18:45,Southbound,advance-260ft,377.3
19:00,Southbound,advance-260ft,365.6
