time_15min,direction,sensor,vph_raw
00:00,Eastbound,advance-stopbar,84.7
00:15,Eastbound,advance-stopbar,75.9
00:30,Eastbound,advance-stopbar,83.3
00:45,Eastbound,advance-stopbar,68.7
01:00,Eastbound,advance-stopbar,34.2
01:15,Eastbound,advance-stopbar,21.1
01:30,Eastbound,advance-stopbar,14.9
01:45,Eastbound,advance-stopbar,10.4
02:00,Eastbound,advance-stopbar,15.9
02:15,Eastbound,advance-stopbar,30.7
02:30,Eastbound,advance-stopbar,30.3
02:45,Eastbound,advance-stopbar,15.4
03:00,Eastbound,advance-stopbar,11.4
03:15,Eastbound,advance-stopbar,11.6
03:30,Eastbound,advance-stopbar,49.4
03:45,Eastbound,advance-stopbar,51.8
04:00,Eastbound,advance-stopbar,13.3
04:15,Eastbound,advance-stopbar,31.1
04:30,Eastbound,advance-stopbar,54.3
04:45,Eastbound,advance-stopbar,63.3
05:00,Eastbound,advance-stopbar,62.1
05:15,Eastbound,advance-stopbar,79.9
05:30,Eastbound,advance-stopbar,125.3
05:45,Eastbound,advance-stopbar,121.3
06:00,Eastbound,advance-stopbar,106.6
06:15,Eastbound,advance-stopbar,173.0
06:30,Eastbound,advance-stopbar,215.4
06:45,Eastbound,advance-stopbar,226.3
07:00,Eastbound,advance-stopbar,262.0
07:15,Eastbound,advance-stopbar,283.0
07:30,Eastbound,advance-stopbar,338.7
07:45,Eastbound,advance-stopbar,351.9
08:00,Eastbound,advance-stopbar,317.7
08:15,Eastbound,advance-stopbar,347.2
08:30,Eastbound,advance-stopbar,353.2
08:45,Eastbound,advance-stopbar,319.1
09:00,Eastbound,advance-stopbar,328.4
09:15,Eastbound,advance-stopbar,340.6
09:30,Eastbound,advance-stopbar,328.4
09:45,Eastbound,advance-stopbar,294.9
10:00,Eastbound,advance-stopbar,286.3
10:15,Eastbound,advance-stopbar,288.7
10:30,Eastbound,advance-stopbar,306.7
10:45,Eastbound,advance-stopbar,311.5
11:00,Eastbound,advance-stopbar,285.3
11:15,Eastbound,advance-stopbar,306.3
11:30,Eastbound,advance-stopbar,341.5
11:45,Eastbound,advance-stopbar,334.4
12:00,Eastbound,advance-stopbar,319.1
12:15,Eastbound,advance-stopbar,300.3
12:30,Eastbound,advance-stopbar,329.4
12:45,Eastbound,advance-stopbar,347.7
13:00,Eastbound,advance-stopbar,305.6
13:15,Eastbound,advance-stopbar,254.1
13:30,Eastbound,advance-stopbar,288.9
13:45,Eastbound,advance-stopbar,308.4
14:00,Eastbound,advance-stopbar,243.2
14:15,Eastbound,advance-stopbar,260.8
14:30,Eastbound,advance-stopbar,271.8
14:45,Eastbound,advance-stopbar,264.4
15:00,Eastbound,advance-stopbar,250.8
15:15,Eastbound,advance-stopbar,249.2
15:30,Eastbound,advance-stopbar,206.8
15:45,Eastbound,advance-stopbar,201.4
16:00,Eastbound,advance-stopbar,190.1
16:15,Eastbound,advance-stopbar,166.1
16:30,Eastbound,advance-stopbar,205.4
16:45,Eastbound,advance-stopbar,223.2
17:00,Eastbound,advance-stopbar,208.2
17:15,Eastbound,advance-stopbar,174.7
17:30,Eastbound,advance-stopbar,142.3
17:45,Eastbound,advance-stopbar,149.2
18:00,Eastbound,advance-stopbar,181.1
18:15,Eastbound,advance-stopbar,178.0
18:30,Eastbound,advance-stopbar,169.2
18:45,Eastbound,advance-stopbar,179.4
19:00,Eastbound,advance-stopbar,217.3
19:15,Eastbound,advance-stopbar,251.8
19:30,Eastbound,advance-stopbar,267.5
19:45,Eastbound,advance-stopbar,288.4
