time_15min,direction,sensor,vph_raw
00:00,Eastbound,advance-stopbar,
00:15,Eastbound,advance-stopbar,
00:30,Eastbound,advance-stopbar,
00:45,Eastbound,advance-stopbar,
01:00,Eastbound,advance-stopbar,
01:15,Eastbound,advance-stopbar,
01:30,Eastbound,advance-stopbar,
01:45,Eastbound,advance-stopbar,
02:00,Eastbound,advance-stopbar,
02:15,Eastbound,advance-stopbar,
02:30,Eastbound,advance-stopbar,
02:45,Eastbound,advance-stopbar,
03:00,Eastbound,advance-stopbar,
03:15,Eastbound,advance-stopbar,
03:30,Eastbound,advance-stopbar,
03:45,Eastbound,advance-stopbar,9.7
04:00,Eastbound,advance-stopbar,10.7
04:15,Eastbound,advance-stopbar,16.1
04:30,Eastbound,advance-stopbar,40.4
04:45,Eastbound,advance-stopbar,57.8
05:00,Eastbound,advance-stopbar,73.0
05:15,Eastbound,advance-stopbar,83.5
05:30,Eastbound,advance-stopbar,79.9
05:45,Eastbound,advance-stopbar,118.2
06:00,Eastbound,advance-stopbar,135.1
06:15,Eastbound,advance-stopbar,140.6
06:30,Eastbound,advance-stopbar,186.6
06:45,Eastbound,advance-stopbar,209.6
07:00,Eastbound,advance-stopbar,217.7
07:15,Eastbound,advance-stopbar,228.0
07:30,Eastbound,advance-stopbar,245.4
07:45,Eastbound,advance-stopbar,261.5
08:00,Eastbound,advance-stopbar,273.4
08:15,Eastbound,advance-stopbar,321.0
08:30,Eastbound,advance-stopbar,324.9
08:45,Eastbound,advance-stopbar,305.8
09:00,Eastbound,advance-stopbar,296.5
09:15,Eastbound,advance-stopbar,254.4
09:30,Eastbound,advance-stopbar,268.0
09:45,Eastbound,advance-stopbar,299.6
10:00,Eastbound,advance-stopbar,444.3
10:15,Eastbound,advance-stopbar,525.0
10:30,Eastbound,advance-stopbar,419.1
10:45,Eastbound,advance-stopbar,406.0
11:00,Eastbound,advance-stopbar,493.9
11:15,Eastbound,advance-stopbar,545.3
11:30,Eastbound,advance-stopbar,504.6
11:45,Eastbound,advance-stopbar,553.6
12:00,Eastbound,advance-stopbar,485.8
12:15,Eastbound,advance-stopbar,370.6
12:30,Eastbound,advance-stopbar,328.9
12:45,Eastbound,advance-stopbar,412.0
13:00,Eastbound,advance-stopbar,452.0
13:15,Eastbound,advance-stopbar,346.6
13:30,Eastbound,advance-stopbar,358.8
13:45,Eastbound,advance-stopbar,417.4
14:00,Eastbound,advance-stopbar,338.9
14:15,Eastbound,advance-stopbar,370.1
14:30,Eastbound,advance-stopbar,414.6
14:45,Eastbound,advance-stopbar,420.3
15:00,Eastbound,advance-stopbar,399.6
15:15,Eastbound,advance-stopbar,392.2
15:30,Eastbound,advance-stopbar,300.6
15:45,Eastbound,advance-stopbar,297.7
16:00,Eastbound,advance-stopbar,386.3
16:15,Eastbound,advance-stopbar,352.5
16:30,Eastbound,advance-stopbar,384.1
16:45,Eastbound,advance-stopbar,442.2
17:00,Eastbound,advance-stopbar,347.9
17:15,Eastbound,advance-stopbar,260.1
17:30,Eastbound,advance-stopbar,228.2
17:45,Eastbound,advance-stopbar,254.6
18:00,Eastbound,advance-stopbar,255.8
18:15,Eastbound,advance-stopbar,231.1
18:30,Eastbound,advance-stopbar,224.7
18:45,Eastbound,advance-stopbar,176.6
19:00,Eastbound,advance-stopbar,93.3
19:15,Eastbound,advance-stopbar,59.2
19:30,Eastbound,advance-stopbar,77.5
19:45,Eastbound,advance-stopbar,69.0
20:00,Eastbound,advance-stopbar,59.9
20:15,Eastbound,advance-stopbar,81.8
20:30,Eastbound,advance-stopbar,73.5
20:45,Eastbound,advance-stopbar,81.8
21:00,Eastbound,advance-stopbar,80.9
21:15,Eastbound,advance-stopbar,82.2
21:30,Eastbound,advance-stopbar,107.3
21:45,Eastbound,advance-stopbar,119.2
22:00,Eastbound,advance-stopbar,92.3
22:15,Eastbound,advance-stopbar,73.5
22:30,Eastbound,advance-stopbar,83.3
22:45,Eastbound,advance-stopbar,69.9
23:00,Eastbound,advance-stopbar,37.8
23:15,Eastbound,advance-stopbar,27.8
23:30,Eastbound,advance-stopbar,24.7
23:45,Eastbound,advance-stopbar,
00:00,Westbound,advance-stopbar,
00:15,Westbound,advance-stopbar,
00:30,Westbound,advance-stopbar,
00:45,Westbound,advance-stopbar,
01:00,Westbound,advance-stopbar,
01:15,Westbound,advance-stopbar,
01:30,Westbound,advance-stopbar,
01:45,Westbound,advance-stopbar,
02:00,Westbound,advance-stopbar,
02:15,Westbound,advance-stopbar,
02:30,Westbound,advance-stopbar,
02:45,Westbound,advance-stopbar,
03:00,Westbound,advance-stopbar,
03:15,Westbound,advance-stopbar,
03:30,Westbound,advance-stopbar,
03:45,Westbound,advance-stopbar,
04:00,Westbound,advance-stopbar,94.2
04:15,Westbound,advance-stopbar,72.3
04:30,Westbound,advance-stopbar,62.5
04:45,Westbound,advance-stopbar,113.2
05:00,Westbound,advance-stopbar,134.2
05:15,Westbound,advance-stopbar,120.5
05:30,Westbound,advance-stopbar,136.1
05:45,Westbound,advance-stopbar,162.3
06:00,Westbound,advance-stopbar,167.8
06:15,Westbound,advance-stopbar,183.9
06:30,Westbound,advance-stopbar,281.5
06:45,Westbound,advance-stopbar,442.7
07:00,Westbound,advance-stopbar,529.8
07:15,Westbound,advance-stopbar,698.8
07:30,Westbound,advance-stopbar,842.5
07:45,Westbound,advance-stopbar,864.7
08:00,Westbound,advance-stopbar,952.3
08:15,Westbound,advance-stopbar,862.1
08:30,Westbound,advance-stopbar,650.0
08:45,Westbound,advance-stopbar,759.0
09:00,Westbound,advance-stopbar,797.6
09:15,Westbound,advance-stopbar,785.4
09:30,Westbound,advance-stopbar,807.8
09:45,Westbound,advance-stopbar,787.3
10:00,Westbound,advance-stopbar,1143.4
10:15,Westbound,advance-stopbar,1395.7
10:30,Westbound,advance-stopbar,1288.2
10:45,Westbound,advance-stopbar,1158.6
11:00,Westbound,advance-stopbar,1197.4
11:15,Westbound,advance-stopbar,1264.8
11:30,Westbound,advance-stopbar,1278.6
11:45,Westbound,advance-stopbar,1220.5
12:00,Westbound,advance-stopbar,1140.1
12:15,Westbound,advance-stopbar,1209.1
12:30,Westbound,advance-stopbar,1181.7
12:45,Westbound,advance-stopbar,1117.0
13:00,Westbound,advance-stopbar,1157.7
13:15,Westbound,advance-stopbar,1004.6
13:30,Westbound,advance-stopbar,874.0
13:45,Westbound,advance-stopbar,984.4
14:00,Westbound,advance-stopbar,1059.2
14:15,Westbound,advance-stopbar,1293.2
14:30,Westbound,advance-stopbar,1299.3
14:45,Westbound,advance-stopbar,1095.6
