time_15min,direction,sensor,vph_raw
00:00,Eastbound,matrix,258.0
00:15,Eastbound,matrix,301.4
00:30,Eastbound,matrix,339.3
00:45,Eastbound,matrix,264.0
01:00,Eastbound,matrix,177.7
01:15,Eastbound,matrix,174.8
01:30,Eastbound,matrix,155.2
01:45,Eastbound,matrix,96.1
02:00,Eastbound,matrix,112.3
02:15,Eastbound,matrix,142.8
02:30,Eastbound,matrix,109.5
02:45,Eastbound,matrix,77.8
03:00,Eastbound,matrix,54.0
03:15,Eastbound,matrix,38.6
03:30,Eastbound,matrix,37.4
03:45,Eastbound,matrix,33.6
04:00,Eastbound,matrix,36.6
04:15,Eastbound,matrix,
04:30,Eastbound,matrix,50.3
04:45,Eastbound,matrix,75.7
05:00,Eastbound,matrix,86.5
05:15,Eastbound,matrix,97.0
05:30,Eastbound,matrix,143.6
05:45,Eastbound,matrix,164.0
06:00,Eastbound,matrix,196.9
06:15,Eastbound,matrix,266.9
06:30,Eastbound,matrix,362.7
06:45,Eastbound,matrix,513.4
07:00,Eastbound,matrix,631.7
07:15,Eastbound,matrix,708.8
07:30,Eastbound,matrix,843.3
07:45,Eastbound,matrix,942.5
08:00,Eastbound,matrix,923.3
08:15,Eastbound,matrix,874.1
08:30,Eastbound,matrix,919.1
08:45,Eastbound,matrix,980.3
09:00,Eastbound,matrix,874.0
09:15,Eastbound,matrix,795.4
09:30,Eastbound,matrix,811.6
09:45,Eastbound,matrix,798.3
10:00,Eastbound,matrix,814.6
10:15,Eastbound,matrix,870.0
10:30,Eastbound,matrix,942.1
10:45,Eastbound,matrix,998.1
11:00,Eastbound,matrix,933.3
11:15,Eastbound,matrix,877.0
11:30,Eastbound,matrix,982.4
11:45,Eastbound,matrix,952.0
12:00,Eastbound,matrix,899.1
12:15,Eastbound,matrix,912.9
12:30,Eastbound,matrix,964.5
12:45,Eastbound,matrix,995.7
13:00,Eastbound,matrix,937.8
13:15,Eastbound,matrix,997.6
13:30,Eastbound,matrix,1029.9
13:45,Eastbound,matrix,927.4
14:00,Eastbound,matrix,1062.0
14:15,Eastbound,matrix,1302.3
14:30,Eastbound,matrix,1136.5
14:45,Eastbound,matrix,1079.6
15:00,Eastbound,matrix,1220.2
15:15,Eastbound,matrix,1277.3
15:30,Eastbound,matrix,1275.2
15:45,Eastbound,matrix,1271.6
16:00,Eastbound,matrix,1258.1
16:15,Eastbound,matrix,1278.5
16:30,Eastbound,matrix,1373.5
16:45,Eastbound,matrix,1747.8
17:00,Eastbound,matrix,2391.0
17:15,Eastbound,matrix,2466.4
17:30,Eastbound,matrix,1790.7
17:45,Eastbound,matrix,1344.8
18:00,Eastbound,matrix,1212.7
18:15,Eastbound,matrix,1157.3
18:30,Eastbound,matrix,1072.8
18:45,Eastbound,matrix,966.6
19:00,Eastbound,matrix,979.6
19:15,Eastbound,matrix,924.0
19:30,Eastbound,matrix,851.6
19:45,Eastbound,matrix,817.5
20:00,Eastbound,matrix,865.4
20:15,Eastbound,matrix,871.6
20:30,Eastbound,matrix,779.6
20:45,Eastbound,matrix,750.0
21:00,Eastbound,matrix,728.8
21:15,Eastbound,matrix,732.9
21:30,Eastbound,matrix,676.3
21:45,Eastbound,matrix,673.8
22:00,Eastbound,matrix,920.8
22:15,Eastbound,matrix,1173.2
22:30,Eastbound,matrix,1126.5
22:45,Eastbound,matrix,777.1
23:00,Eastbound,matrix,572.2
23:15,Eastbound,matrix,469.7
23:30,Eastbound,matrix,443.0
23:45,Eastbound,matrix,
00:00,Westbound,matrix,202.3
00:15,Westbound,matrix,224.8
00:30,Westbound,matrix,246.9
00:45,Westbound,matrix,169.4
01:00,Westbound,matrix,104.4
01:15,Westbound,matrix,108.2
01:30,Westbound,matrix,86.1
01:45,Westbound,matrix,57.0
02:00,Westbound,matrix,45.7
02:15,Westbound,matrix,58.6
02:30,Westbound,matrix,45.7
02:45,Westbound,matrix,29.5
03:00,Westbound,matrix,25.3
03:15,Westbound,matrix,17.0
03:30,Westbound,matrix,16.3
03:45,Westbound,matrix,12.8
04:00,Westbound,matrix,17.0
04:15,Westbound,matrix,25.7
04:30,Westbound,matrix,26.1
04:45,Westbound,matrix,33.6
05:00,Westbound,matrix,35.3
05:15,Westbound,matrix,53.1
05:30,Westbound,matrix,95.7
05:45,Westbound,matrix,106.1
06:00,Westbound,matrix,146.1
06:15,Westbound,matrix,193.1
06:30,Westbound,matrix,235.2
06:45,Westbound,matrix,280.2
07:00,Westbound,matrix,382.7
07:15,Westbound,matrix,484.3
07:30,Westbound,matrix,597.6
07:45,Westbound,matrix,707.4
08:00,Westbound,matrix,720.4
08:15,Westbound,matrix,697.9
08:30,Westbound,matrix,652.5
08:45,Westbound,matrix,596.3
09:00,Westbound,matrix,548.0
09:15,Westbound,matrix,520.5
09:30,Westbound,matrix,476.0
09:45,Westbound,matrix,408.9
10:00,Westbound,matrix,390.6
10:15,Westbound,matrix,382.2
10:30,Westbound,matrix,401.5
10:45,Westbound,matrix,421.8
11:00,Westbound,matrix,403.9
11:15,Westbound,matrix,436.4
11:30,Westbound,matrix,511.4
11:45,Westbound,matrix,518.8
12:00,Westbound,matrix,516.8
12:15,Westbound,matrix,574.2
12:30,Westbound,matrix,508.0
12:45,Westbound,matrix,446.8
13:00,Westbound,matrix,480.5
13:15,Westbound,matrix,522.3
13:30,Westbound,matrix,525.9
13:45,Westbound,matrix,493.0
14:00,Westbound,matrix,453.0
14:15,Westbound,matrix,461.0
14:30,Westbound,matrix,458.0
14:45,Westbound,matrix,505.9
15:00,Westbound,matrix,523.4
15:15,Westbound,matrix,441.8
15:30,Westbound,matrix,416.8
15:45,Westbound,matrix,408.5
16:00,Westbound,matrix,438.5
16:15,Westbound,matrix,458.0
16:30,Westbound,matrix,416.4
16:45,Westbound,matrix,548.8
17:00,Westbound,matrix,761.3
17:15,Westbound,matrix,776.8
17:30,Westbound,matrix,571.7
17:45,Westbound,matrix,426.4
18:00,Westbound,matrix,465.1
18:15,Westbound,matrix,398.5
18:30,Westbound,matrix,396.0
18:45,Westbound,matrix,451.8
19:00,Westbound,matrix,389.3
19:15,Westbound,matrix,395.1
19:30,Westbound,matrix,443.5
19:45,Westbound,matrix,437.6
20:00,Westbound,matrix,422.6
20:15,Westbound,matrix,433.9
20:30,Westbound,matrix,445.1
20:45,Westbound,matrix,399.7
21:00,Westbound,matrix,406.0
21:15,Westbound,matrix,487.1
21:30,Westbound,matrix,438.9
21:45,Westbound,matrix,338.1
22:00,Westbound,matrix,296.4
22:15,Westbound,matrix,272.3
22:30,Westbound,matrix,290.2
22:45,Westbound,matrix,316.8
23:00,Westbound,matrix,331.4
23:15,Westbound,matrix,318.1
23:30,Westbound,matrix,233.1
23:45,Westbound,matrix,
