time_15min,direction,sensor,vph_raw
00:00,Northbound,matrix,530.0
00:15,Northbound,matrix,464.7
00:30,Northbound,matrix,496.8
00:45,Northbound,matrix,394.5
01:00,Northbound,matrix,246.4
01:15,Northbound,matrix,253.9
01:30,Northbound,matrix,249.0
01:45,Northbound,matrix,298.9
02:00,Northbound,matrix,255.4
02:15,Northbound,matrix,216.9
02:30,Northbound,matrix,
02:45,Northbound,matrix,363.0
03:00,Northbound,matrix,328.4
03:15,Northbound,matrix,268.2
03:30,Northbound,matrix,
03:45,Northbound,matrix,206.2
04:00,Northbound,matrix,204.1
04:15,Northbound,matrix,
04:30,Northbound,matrix,201.5
04:45,Northbound,matrix,201.5
05:00,Northbound,matrix,206.7
05:15,Northbound,matrix,265.3
05:30,Northbound,matrix,372.0
05:45,Northbound,matrix,436.2
06:00,Northbound,matrix,483.5
06:15,Northbound,matrix,560.1
06:30,Northbound,matrix,749.5
06:45,Northbound,matrix,939.8
07:00,Northbound,matrix,1024.4
07:15,Northbound,matrix,1311.5
07:30,Northbound,matrix,1588.3
07:45,Northbound,matrix,1642.5
08:00,Northbound,matrix,1839.6
08:15,Northbound,matrix,1962.9
08:30,Northbound,matrix,1956.8
08:45,Northbound,matrix,1846.1
09:00,Northbound,matrix,1699.4
09:15,Northbound,matrix,1787.0
09:30,Northbound,matrix,1659.6
09:45,Northbound,matrix,1636.4
10:00,Northbound,matrix,1784.3
10:15,Northbound,matrix,1826.4
10:30,Northbound,matrix,1885.7
10:45,Northbound,matrix,1720.8
11:00,Northbound,matrix,1701.1
11:15,Northbound,matrix,1826.2
11:30,Northbound,matrix,1831.9
11:45,Northbound,matrix,1931.6
12:00,Northbound,matrix,1928.7
12:15,Northbound,matrix,1827.6
12:30,Northbound,matrix,1957.5
12:45,Northbound,matrix,1960.0
13:00,Northbound,matrix,1920.2
13:15,Northbound,matrix,2035.5
13:30,Northbound,matrix,2024.1
13:45,Northbound,matrix,2038.8
14:00,Northbound,matrix,2027.0
14:15,Northbound,matrix,1938.7
14:30,Northbound,matrix,2188.2
14:45,Northbound,matrix,2131.8
15:00,Northbound,matrix,2562.4
15:15,Northbound,matrix,3938.2
15:30,Northbound,matrix,3000.1
15:45,Northbound,matrix,2936.0
16:00,Northbound,matrix,3307.3
16:15,Northbound,matrix,3174.5
16:30,Northbound,matrix,2729.1
16:45,Northbound,matrix,3374.2
17:00,Northbound,matrix,2842.8
17:15,Northbound,matrix,1978.6
17:30,Northbound,matrix,2012.7
17:45,Northbound,matrix,1926.7
18:00,Northbound,matrix,1766.4
18:15,Northbound,matrix,2294.9
18:30,Northbound,matrix,2250.6
18:45,Northbound,matrix,1830.4
19:00,Northbound,matrix,1799.8
19:15,Northbound,matrix,1733.6
19:30,Northbound,matrix,1689.6
19:45,Northbound,matrix,1672.4
20:00,Northbound,matrix,1651.0
20:15,Northbound,matrix,1558.9
20:30,Northbound,matrix,1430.3
20:45,Northbound,matrix,1446.1
21:00,Northbound,matrix,1427.4
21:15,Northbound,matrix,1378.1
21:30,Northbound,matrix,
21:45,Northbound,matrix,
22:00,Northbound,matrix,1216.6
22:15,Northbound,matrix,1188.2
22:30,Northbound,matrix,1260.8
22:45,Northbound,matrix,1182.0
23:00,Northbound,matrix,1048.6
23:15,Northbound,matrix,952.6
23:30,Northbound,matrix,876.3
23:45,Northbound,matrix,883.4
00:00,Southbound,matrix,623.9
00:15,Southbound,matrix,555.9
00:30,Southbound,matrix,466.8
00:45,Southbound,matrix,386.7
01:00,Southbound,matrix,383.5
01:15,Southbound,matrix,356.5
01:30,Southbound,matrix,303.8
01:45,Southbound,matrix,348.9
02:00,Southbound,matrix,347.9
02:15,Southbound,matrix,293.8
02:30,Southbound,matrix,273.9
02:45,Southbound,matrix,269.6
03:00,Southbound,matrix,238.7
03:15,Southbound,matrix,194.1
03:30,Southbound,matrix,204.1
03:45,Southbound,matrix,144.8
04:00,Southbound,matrix,124.3
04:15,Southbound,matrix,166.9
04:30,Southbound,matrix,266.8
04:45,Southbound,matrix,265.6
05:00,Southbound,matrix,273.9
05:15,Southbound,matrix,380.7
05:30,Southbound,matrix,497.6
05:45,Southbound,matrix,564.4
06:00,Southbound,matrix,700.1
06:15,Southbound,matrix,948.9
06:30,Southbound,matrix,1285.0
06:45,Southbound,matrix,1596.0
07:00,Southbound,matrix,1579.8
07:15,Southbound,matrix,1871.6
07:30,Southbound,matrix,2125.2
07:45,Southbound,matrix,2007.0
08:00,Southbound,matrix,1919.0
08:15,Southbound,matrix,1780.6
08:30,Southbound,matrix,1940.1
08:45,Southbound,matrix,2025.6
09:00,Southbound,matrix,1794.7
09:15,Southbound,matrix,1809.1
09:30,Southbound,matrix,1819.1
09:45,Southbound,matrix,1780.6
10:00,Southbound,matrix,1861.8
10:15,Southbound,matrix,1753.7
10:30,Southbound,matrix,1833.3
10:45,Southbound,matrix,1928.7
11:00,Southbound,matrix,1921.6
11:15,Southbound,matrix,2019.9
11:30,Southbound,matrix,2134.4
11:45,Southbound,matrix,2170.8
12:00,Southbound,matrix,2186.5
12:15,Southbound,matrix,1980.5
12:30,Southbound,matrix,2099.2
12:45,Southbound,matrix,2257.4
13:00,Southbound,matrix,2115.3
13:15,Southbound,matrix,2273.3
13:30,Southbound,matrix,2334.3
13:45,Southbound,matrix,2197.9
14:00,Southbound,matrix,2395.8
14:15,Southbound,matrix,2267.7
14:30,Southbound,matrix,2294.9
14:45,Southbound,matrix,2504.8
15:00,Southbound,matrix,3597.8
15:15,Southbound,matrix,4692.9
15:30,Southbound,matrix,3684.9
15:45,Southbound,matrix,3679.4
16:00,Southbound,matrix,3690.4
16:15,Southbound,matrix,3835.6
16:30,Southbound,matrix,3730.4
16:45,Southbound,matrix,4151.8
17:00,Southbound,matrix,3736.8
17:15,Southbound,matrix,2838.7
17:30,Southbound,matrix,2813.1
17:45,Southbound,matrix,2679.1
18:00,Southbound,matrix,2613.7
18:15,Southbound,matrix,3256.2
18:30,Southbound,matrix,3349.1
18:45,Southbound,matrix,2582.4
19:00,Southbound,matrix,2129.2
19:15,Southbound,matrix,2175.1
19:30,Southbound,matrix,2213.8
19:45,Southbound,matrix,2118.1
20:00,Southbound,matrix,2055.5
20:15,Southbound,matrix,1916.5
20:30,Southbound,matrix,1799.1
20:45,Southbound,matrix,1721.6
21:00,Southbound,matrix,1611.1
21:15,Southbound,matrix,1438.8
21:30,Southbound,matrix,1366.6
21:45,Southbound,matrix,1359.1
22:00,Southbound,matrix,1347.4
22:15,Southbound,matrix,1436.0
22:30,Southbound,matrix,1467.3
22:45,Southbound,matrix,1420.4
23:00,Southbound,matrix,1367.6
23:15,Southbound,matrix,1200.0
23:30,Southbound,matrix,1117.0
23:45,Southbound,matrix,1126.9
