time_15min,direction,sensor,vph_raw
00:00,Northbound,advance-260ft,58.7
00:15,Northbound,advance-260ft,50.6
00:30,Northbound,advance-260ft,48.2
00:45,Northbound,advance-260ft,37.2
01:00,Northbound,advance-260ft,41.8
01:15,Northbound,advance-260ft,39.6
01:30,Northbound,advance-260ft,35.3
01:45,Northbound,advance-260ft,
02:00,Northbound,advance-260ft,45.6
02:15,Northbound,advance-260ft,41.1
02:30,Northbound,advance-260ft,8.6
02:45,Northbound,advance-260ft,12.4
03:00,Northbound,advance-260ft,32.9
03:15,Northbound,advance-260ft,25.2
03:30,Northbound,advance-260ft,14.7
03:45,Northbound,advance-260ft,14.1
04:00,Northbound,advance-260ft,20.2
04:15,Northbound,advance-260ft,19.7
04:30,Northbound,advance-260ft,26.5
04:45,Northbound,advance-260ft,33.9
05:00,Northbound,advance-260ft,28.0
05:15,Northbound,advance-260ft,38.7
05:30,Northbound,advance-260ft,54.0
05:45,Northbound,advance-260ft,56.2
06:00,Northbound,advance-260ft,66.2
06:15,Northbound,advance-260ft,86.4
06:30,Northbound,advance-260ft,114.2
06:45,Northbound,advance-260ft,115.9
07:00,Northbound,advance-260ft,102.2
07:15,Northbound,advance-260ft,110.1
07:30,Northbound,advance-260ft,116.2
07:45,Northbound,advance-260ft,128.1
08:00,Northbound,advance-260ft,132.0
08:15,Northbound,advance-260ft,98.1
08:30,Northbound,advance-260ft,99.7
08:45,Northbound,advance-260ft,96.6
09:00,Northbound,advance-260ft,89.5
09:15,Northbound,advance-260ft,135.5
09:30,Northbound,advance-260ft,126.6
09:45,Northbound,advance-260ft,105.9
10:00,Northbound,advance-260ft,129.5
10:15,Northbound,advance-260ft,113.4
10:30,Northbound,advance-260ft,86.0
10:45,Northbound,advance-260ft,82.6
11:00,Northbound,advance-260ft,79.8
11:15,Northbound,advance-260ft,61.6
11:30,Northbound,advance-260ft,43.6
11:45,Northbound,advance-260ft,69.1
12:00,Northbound,advance-260ft,75.7
12:15,Northbound,advance-260ft,54.7
12:30,Northbound,advance-260ft,79.9
12:45,Northbound,advance-260ft,67.9
13:00,Northbound,advance-260ft,45.2
13:15,Northbound,advance-260ft,67.3
13:30,Northbound,advance-260ft,58.4
13:45,Northbound,advance-260ft,81.5
14:00,Northbound,advance-260ft,101.0
14:15,Northbound,advance-260ft,81.4
14:30,Northbound,advance-260ft,76.2
14:45,Northbound,advance-260ft,76.0
15:00,Northbound,advance-260ft,82.7
15:15,Northbound,advance-260ft,98.6
15:30,Northbound,advance-260ft,91.0
15:45,Northbound,advance-260ft,63.3
