time_15min,direction,sensor,vph_raw
00:00,Northbound,advance-260ft,45.3
00:15,Northbound,advance-260ft,36.7
00:30,Northbound,advance-260ft,37.1
00:45,Northbound,advance-260ft,32.3
01:00,Northbound,advance-260ft,31.1
01:15,Northbound,advance-260ft,35.0
01:30,Northbound,advance-260ft,30.4
01:45,Northbound,advance-260ft,22.5
02:00,Northbound,advance-260ft,16.6
02:15,Northbound,advance-260ft,20.9
02:30,Northbound,advance-260ft,18.1
02:45,Northbound,advance-260ft,17.3
03:00,Northbound,advance-260ft,33.0
03:15,Northbound,advance-260ft,32.5
03:30,Northbound,advance-260ft,20.7
03:45,Northbound,advance-260ft,21.3
04:00,Northbound,advance-260ft,21.2
04:15,Northbound,advance-260ft,23.0
04:30,Northbound,advance-260ft,20.6
04:45,Northbound,advance-260ft,23.1
05:00,Northbound,advance-260ft,32.9
05:15,Northbound,advance-260ft,43.1
05:30,Northbound,advance-260ft,57.1
05:45,Northbound,advance-260ft,56.7
06:00,Northbound,advance-260ft,67.2
06:15,Northbound,advance-260ft,76.9
06:30,Northbound,advance-260ft,93.2
06:45,Northbound,advance-260ft,108.9
07:00,Northbound,advance-260ft,92.9
07:15,Northbound,advance-260ft,91.0
07:30,Northbound,advance-260ft,118.9
07:45,Northbound,advance-260ft,125.0
08:00,Northbound,advance-260ft,104.9
08:15,Northbound,advance-260ft,114.8
08:30,Northbound,advance-260ft,126.8
08:45,Northbound,advance-260ft,107.2
09:00,Northbound,advance-260ft,100.8
09:15,Northbound,advance-260ft,91.3
09:30,Northbound,advance-260ft,88.6
09:45,Northbound,advance-260ft,110.7
10:00,Northbound,advance-260ft,118.9
10:15,Northbound,advance-260ft,109.5
10:30,Northbound,advance-260ft,83.4
10:45,Northbound,advance-260ft,76.8
11:00,Northbound,advance-260ft,69.5
11:15,Northbound,advance-260ft,64.3
11:30,Northbound,advance-260ft,71.1
11:45,Northbound,advance-260ft,61.3
12:00,Northbound,advance-260ft,57.4
12:15,Northbound,advance-260ft,94.7
12:30,Northbound,advance-260ft,104.8
12:45,Northbound,advance-260ft,84.1
13:00,Northbound,advance-260ft,74.3
13:15,Northbound,advance-260ft,53.4
13:30,Northbound,advance-260ft,74.2
13:45,Northbound,advance-260ft,85.2
14:00,Northbound,advance-260ft,66.5
14:15,Northbound,advance-260ft,65.2
14:30,Northbound,advance-260ft,69.0
14:45,Northbound,advance-260ft,70.8
15:00,Northbound,advance-260ft,60.2
15:15,Northbound,advance-260ft,76.7
15:30,Northbound,advance-260ft,92.3
15:45,Northbound,advance-260ft,80.3
16:00,Northbound,advance-260ft,59.7
16:15,Northbound,advance-260ft,55.5
16:30,Northbound,advance-260ft,82.0
16:45,Northbound,advance-260ft,88.3
17:00,Northbound,advance-260ft,79.2
17:15,Northbound,advance-260ft,83.2
17:30,Northbound,advance-260ft,74.1
17:45,Northbound,advance-260ft,73.3
18:00,Northbound,advance-260ft,76.4
18:15,Northbound,advance-260ft,62.5
18:30,Northbound,advance-260ft,63.1
18:45,Northbound,advance-260ft,72.8
19:00,Northbound,advance-260ft,70.7
19:15,Northbound,advance-260ft,62.9
19:30,Northbound,advance-260ft,75.2
19:45,Northbound,advance-260ft,72.3
20:00,Northbound,advance-260ft,65.0
20:15,Northbound,advance-260ft,70.9
20:30,Northbound,advance-260ft,77.1
20:45,Northbound,advance-260ft,80.8
21:00,Northbound,advance-260ft,68.7
21:15,Northbound,advance-260ft,59.0
21:30,Northbound,advance-260ft,58.8
21:45,Northbound,advance-260ft,74.9
22:00,Northbound,advance-260ft,88.7
22:15,Northbound,advance-260ft,92.8
22:30,Northbound,advance-260ft,94.8
22:45,Northbound,advance-260ft,88.7
23:00,Northbound,advance-260ft,73.0
23:15,Northbound,advance-260ft,61.0
23:30,Northbound,advance-260ft,66.6
23:45,Northbound,advance-260ft,74.4
00:00,Southbound,advance-260ft,91.7
00:15,Southbound,advance-260ft,80.5
00:30,Southbound,advance-260ft,85.6
00:45,Southbound,advance-260ft,75.2
01:00,Southbound,advance-260ft,48.1
01:15,Southbound,advance-260ft,56.0
01:30,Southbound,advance-260ft,55.7
01:45,Southbound,advance-260ft,38.5
02:00,Southbound,advance-260ft,28.2
02:15,Southbound,advance-260ft,27.3
02:30,Southbound,advance-260ft,41.5
02:45,Southbound,advance-260ft,50.6
