episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,0.73,-75059662,51362,4766,72.0
2,0506,1.48,-686730143,53942,5393,953.1
3,0505,1.57,-679276899,34378,8962,942.5
4,0505,1.18,-475308414,41462,7914,754.3
5,0506,0.83,-19948112,35520,9021,55.3
6,0506,0.84,-1584347,54541,5532,43.6
7,0507,0.78,-2623166,49024,6470,50.9
8,0505,1.22,-6500171,55949,5160,65.4
9,0507,0.87,-2864949,50460,6236,60.4
10,0507,1.01,-4138003,48434,6791,66.0
11,0505,1.26,-19562554,55067,5512,90.2
12,0506,0.57,-942953,53733,5786,68.1
13,0506,0.54,-843784,54440,5658,68.2
14,0507,0.68,-1050012,47972,6811,73.5
15,0505,0.64,-689404,52152,6075,78.2
16,0505,1.25,-118347823,53593,5828,280.6
17,0507,0.56,-632144,48192,6759,86.8
18,0505,1.55,-279495144,51217,6273,575.9
19,0505,1.47,-37504982,55704,5372,154.9
20,0506,1.39,-364899808,53463,5663,787.1
