episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,0.82,-551331144,59412,3689,1205.9
2,0506,0.80,-811261192,53496,5049,1683.0
3,0505,1.32,-436342905,47013,6510,786.8
4,0507,0.52,-114753235,37960,8380,185.9
5,0506,0.98,-162135269,47799,6260,270.4
6,0506,1.58,-880456906,44331,6934,1629.7
7,0506,0.66,-72007553,51837,5546,141.4
8,0506,1.60,-601316795,51271,5453,1246.2
9,0506,0.95,-271651336,38899,8283,590.5
10,0507,1.27,-112621564,42276,7751,240.9
11,0507,0.55,-5760338,56334,4550,67.4
12,0506,0.63,-29254826,56387,4688,92.2
13,0506,0.92,-56227246,55278,5027,138.3
14,0506,1.59,-403254418,55271,5056,926.6
15,0507,1.51,-159537301,39964,8240,358.1
16,0506,1.22,-112263312,48622,6546,261.5
17,0505,1.48,-122360019,46564,6992,256.2
18,0507,0.85,-22331412,48391,6644,109.6
19,0507,0.59,-6251396,49930,6234,98.5
20,0506,0.63,-10883590,48749,6482,108.0
