episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,1.26,-2850373,63889,4093,703.8
2,0505,0.72,-1551442,47842,7010,80.5
3,0506,1.16,-5315096,59156,4954,1460.1
4,0507,0.94,-1307725,44311,7652,64.3
5,0506,1.14,-1729467,47336,7103,213.3
6,0507,0.87,-670216,35306,9290,64.7
7,0507,0.61,-346421,39612,8507,62.6
8,0505,0.66,-331612,37425,8904,47.5
9,0507,0.51,-243360,30475,10168,61.0
10,0505,0.95,-550179,40712,8307,74.4
11,0506,0.98,-935987,34983,9349,88.8
12,0506,0.62,-380638,28224,10578,65.0
13,0506,1.15,-1299609,37423,8906,136.8
14,0507,0.80,-459397,31254,10027,79.4
15,0506,0.57,-336903,27589,10693,87.7
16,0507,1.17,-865720,40140,8411,110.4
17,0507,1.21,-917417,39543,8520,118.1
18,0505,0.70,-343872,27268,10752,88.4
19,0507,1.05,-706111,36954,8990,99.1
20,0506,0.58,-336570,34978,9350,112.3
