episode,date,scale,total_reward,decisions,switches,wall_s
1,0505,0.79,-5493069,60488,4712,423.3
2,0507,1.01,-4279501,60402,4727,340.7
3,0507,0.82,-3079521,50852,6464,224.4
4,0505,0.77,-499334,37074,8968,48.3
5,0506,0.62,-340597,35901,9182,50.3
6,0505,0.81,-365633,31230,10031,53.0
7,0505,1.21,-768744,35784,9204,59.6
8,0506,1.06,-980282,35007,9344,76.9
9,0506,0.96,-765248,41895,8092,69.1
10,0506,0.80,-511411,38737,8666,66.9
11,0506,0.97,-798638,41566,8152,65.7
12,0507,1.11,-670711,38054,8790,84.4
13,0506,0.59,-306072,35278,9296,61.9
14,0505,1.19,-673804,38625,8686,87.1
15,0505,0.80,-357765,33056,9699,83.4
16,0505,0.56,-225956,30954,10082,82.1
17,0505,1.21,-717012,38490,8711,103.9
18,0507,1.02,-599227,33473,9624,100.0
19,0507,0.57,-259166,30237,10212,94.8
20,0505,0.62,-254522,30919,10088,92.7
