episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,1.18,-6685854,73316,2379,866.9
2,0507,0.91,-3630895,58284,5112,299.0
3,0505,1.14,-3443787,45779,7386,341.6
4,0507,1.14,-1659116,37686,8858,54.7
5,0507,1.07,-1393192,34786,9384,59.8
6,0505,0.95,-1026938,33848,9555,63.1
7,0505,0.70,-645369,29594,10328,60.0
8,0507,0.66,-510300,29164,10407,58.8
9,0505,1.02,-662314,37467,8898,78.9
10,0506,1.07,-1328806,43552,7790,89.8
11,0506,0.51,-304685,33036,9703,68.5
12,0506,0.95,-920144,39378,8550,83.6
13,0507,0.84,-494378,32795,9746,70.8
14,0507,0.64,-319088,31413,9998,86.9
15,0506,1.26,-1772645,45887,7366,141.3
16,0507,0.81,-469443,32363,9826,90.8
17,0506,0.65,-396643,34937,9357,97.6
18,0507,1.16,-846042,37211,8944,120.8
19,0505,0.52,-235212,33275,9660,109.1
20,0505,1.30,-990984,39986,8439,134.6
