episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,1.59,-1324097078,30573,10079,1668.9
2,0505,1.36,-308189596,40228,7845,497.8
3,0506,0.99,-27793492,53672,5677,54.3
4,0507,0.98,-108798599,53593,5674,149.1
5,0505,0.92,-4362337,55595,5513,42.7
6,0506,1.36,-175671522,54531,5634,303.5
7,0506,0.59,-832908,59244,4845,44.0
8,0507,0.64,-1981063,50634,6367,51.8
9,0507,0.73,-1424009,49424,6681,55.3
10,0505,0.67,-521458,58258,4908,58.3
11,0507,0.63,-686382,53824,5851,64.1
12,0507,0.85,-1857900,51073,6363,72.7
13,0506,1.45,-288198646,58752,4762,547.8
14,0506,1.02,-58945250,57659,4881,148.4
15,0507,1.06,-18071773,52416,5939,105.2
16,0506,1.07,-116252306,55089,5433,262.2
17,0505,0.69,-644718,57553,5018,90.7
18,0507,1.59,-371378143,44276,7575,715.7
19,0505,1.36,-67627414,49888,6513,183.7
20,0505,1.08,-3601539,51952,6146,114.8
