episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,1.55,-193235712,69257,2456,285.4
2,0505,1.15,-994930891,51461,4882,1340.6
3,0506,1.14,-76054518,55696,4839,127.8
4,0507,0.71,-1384817,44771,7377,34.5
5,0505,1.25,-61652818,48722,6134,109.6
6,0506,1.30,-278865034,44816,7299,453.5
7,0506,0.92,-39882662,47226,6811,79.3
8,0505,1.43,-138709681,49809,6449,217.1
9,0506,1.55,-444462270,51855,5916,773.5
10,0505,1.41,-124648163,52647,5358,242.1
11,0505,1.27,-9061954,50392,6185,80.1
12,0505,0.57,-815278,54088,5659,67.5
13,0506,1.12,-86344614,54671,5246,184.7
14,0506,0.52,-747474,53612,5642,71.3
15,0505,0.74,-1034475,50317,6315,78.6
16,0507,1.58,-162529307,54022,5339,316.2
17,0505,1.09,-2276328,47895,6844,91.9
18,0506,0.61,-762832,51994,6005,86.8
19,0507,0.63,-763368,49963,6551,92.4
20,0505,0.68,-821292,49534,6496,94.1
