episode,date,scale,total_reward,decisions,switches,wall_s
1,0506,0.88,-127788118,52989,4898,262.5
2,0507,0.82,-383611462,48863,6002,864.6
3,0505,0.52,-137850198,44256,7143,316.0
4,0505,1.55,-713164874,45249,6847,1251.4
5,0506,1.51,-1208153597,29558,10107,1837.4
6,0507,0.97,-180569790,33174,9326,332.6
7,0505,0.76,-66946008,48761,6177,120.9
8,0506,1.16,-149489741,55014,4896,290.7
9,0507,1.07,-170306694,53169,5337,369.7
10,0506,0.93,-39951959,52132,5542,99.5
11,0506,0.67,-4595878,53353,5349,67.1
12,0507,0.85,-9039857,54035,5214,76.2
13,0505,0.97,-4662210,50625,5971,78.8
14,0506,1.41,-166115601,56475,4629,371.4
15,0507,1.51,-165268212,52548,5532,352.8
16,0505,1.03,-32574234,50471,6050,115.0
17,0506,1.00,-51896682,53194,5467,143.0
18,0506,1.48,-244017820,55323,4920,493.3
19,0507,1.29,-79652944,52704,5640,184.5
20,0507,1.54,-154263883,54517,5171,310.9
