episode,date,scale,total_reward,decisions,switches,wall_s
1,0507,0.80,-647201846,57082,4026,1626.1
2,0507,1.41,-809745512,42111,7522,1852.2
3,0505,1.53,-481553379,41592,7863,1118.6
4,0506,1.34,-137222360,50017,5854,381.5
5,0506,1.35,-69021465,49494,6016,157.2
6,0505,0.79,-496896,41163,7922,54.9
7,0505,1.09,-1152685,45165,7188,69.6
8,0507,0.84,-2287928,47050,6841,73.3
9,0506,0.78,-900603,47818,6582,83.9
10,0506,1.02,-11626273,47786,6550,109.1
11,0507,1.11,-54781682,40130,8144,204.1
12,0505,0.97,-1479305,44601,7297,75.6
13,0506,1.04,-58588671,45119,7111,229.4
14,0507,1.47,-78229178,46074,6978,292.6
15,0507,1.18,-17285273,46300,6971,128.0
16,0507,1.35,-95325643,44166,7422,355.6
17,0507,1.08,-7108004,45070,7261,137.3
18,0507,1.54,-97331299,44797,7228,396.2
19,0507,1.24,-14969433,43143,7652,142.5
20,0507,1.53,-122399283,44100,7384,354.1
